               ctW             ctp             cpQM            ctei            ctli            cQei            ctZ             cQlMi           cQl3i           ctG             ctlTi           cbW             cpQ3            cptb            cpt             ctlSi           
rwgt145         -2.619853       28.964699       16.183959       4.639414        23.225372       -18.342272      1.627718        6.855604        -2.817312       -1.516011       -9.81516        1.37422         40.821955       133.633451      26.766978       -7.874099       
rwgt146         -3.337889       50.320004       -19.287605      -3.44493        1.419651        -24.747335      3.396655        -19.403218      -3.727206       0.159866        -23.254833      11.416548       1.652161        -105.216677     8.444031        8.91352         
rwgt147         6.153072        -29.716886      4.173721        7.038543        -10.148001      20.124748       -4.56086        -1.646237       -6.003948       -3.81157        -24.307276      -45.576708      -53.689486      30.807862       -25.208759      -11.822076      
rwgt148         -0.485698       67.448532       39.712945       21.479018       -13.289389      -1.914224       7.031019        -13.407128      22.461597       1.676039        11.140662       -40.864505      51.316135       75.400629       -42.424469      -7.466719       
rwgt149         0.444418        -38.571893      -18.310908      15.315648       19.847115       23.220796       -5.06224        -20.606264      -5.324155       0.613952        -6.940742       -44.864805      -17.8834        -80.668198      31.032584       -10.617559      
rwgt150         7.531953        -30.670313      -27.687162      17.507264       -3.528653       21.375871       -3.909148       -20.215143      19.903941       -1.953185       -24.282902      1.220018        -51.993381      106.327066      -22.214138      -23.279345      
rwgt151         3.443938        -18.024817      31.926103       13.482456       -13.406772      -10.886938      -4.521723       -17.698464      11.03705        -2.831163       -9.807095       38.820454       -34.242265      -139.004111     -33.367166      -23.588069      
rwgt152         -3.27844        -12.135106      38.278336       -18.784727      5.425272        -13.934859      6.783283        -10.535902      23.35581        -1.050977       -6.601986       35.72306        24.041299       43.3006         -0.90736        -16.631914      
rwgt153         -1.537344       -37.169267      35.042567       24.791382       -9.311639       23.649758       -3.562924       19.364614       21.801123       -0.073419       14.342924       4.276538        -5.374252       -44.170442      -46.405373      -2.695582       
rwgt154         -9.043364       31.00894        -7.598014       -1.766253       -21.916096      6.548449        2.630833        -15.883415      5.22678         -2.214036       -22.847202      41.609632       13.584722       83.421565       18.575021       -6.827038       
rwgt155         5.75247         -38.541414      30.68132        2.102858        8.553443        -18.075444      -3.0387         -1.447303       -14.148422      -2.741289       -7.191022       50.080372       -33.229739      -76.530618      8.226962        -18.840395      
rwgt156         -5.512015       49.068146       20.727431       -7.608696       15.005337       -18.427941      0.02948         18.555071       -24.938902      -2.339195       -20.817464      -1.849848       -23.38612       -132.000837     6.49217         15.719979       
rwgt157         -2.02355        -46.852615      51.6314         -10.103552      3.316667        -18.773066      -2.159965       -16.433         -4.112722       -3.507626       -3.547449       -10.544674      41.276807       -75.005904      -40.825075      -6.7462         
rwgt158         0.825182        37.9328         -12.587901      21.031991       -0.35236        -0.876933       -3.882822       -24.063255      -7.965746       -3.463235       -19.793633      -48.382637      -19.677887      -137.697359     21.289464       -18.233843      
rwgt159         1.379596        -30.812207      -6.357097       0.755812        -5.732125       -10.140168      6.245669        -3.172829       -6.84955        -3.877821       -10.443725      -14.153741      4.231483        -14.739219      -6.118295       10.379001       
rwgt160         0.596148        18.156214       7.369089        13.785689       14.467235       11.642013       -6.404361       8.492437        10.720178       -3.578049       -17.753589      -35.180871      51.523811       -32.072838      22.535656       22.613565       
rwgt161         7.32288         -38.817141      41.958792       -5.070229       13.856604       3.051892        -0.115542       20.309923       12.671397       -3.248752       -6.499172       -40.923545      43.44176        -115.159961     -14.348125      -14.435218      
rwgt162         -7.957422       -24.927573      9.205518        -0.143034       23.360326       20.128828       2.381398        -6.048529       6.275653        -3.709565       -21.145446      34.882433       -38.916721      22.87056        -18.876859      -10.199003      
rwgt163         4.684827        49.368951       41.812264       -8.017718       -16.104596      -24.717282      5.606308        -19.337969      -15.659735      -1.130178       1.050855        45.55861        4.653822        104.298902      -15.202256      -16.527168      
rwgt164         1.904205        -45.143823      27.430419       24.916461       17.242387       -8.039519       0.285138        -22.652864      -6.137103       -1.837938       -9.335521       47.555688       42.015928       -136.795831     -4.99686        -6.360734       
rwgt165         -1.698103       58.452712       -15.579746      1.681636        -18.899745      21.790434       3.052128        -4.446579       -5.107409       -1.458991       -5.072615       -50.81547       -46.101008      -112.724515     -36.506264      4.051755        
rwgt166         -5.504992       78.624799       -15.870074      -13.705929      -15.407137      9.285824        -3.35232        -19.929041      -23.402664      -1.902787       11.845097       -1.405869       26.09234        106.600881      -34.356787      21.471115       
rwgt167         -2.303984       -41.179609      -19.294882      16.020524       2.055983        21.497269       -5.505616       -21.06472       24.567586       -0.606387       -9.634823       -0.573889       19.368698       0.280378        21.340348       13.490591       
rwgt168         3.002961        -23.963834      31.33666        -22.219223      -9.51285        8.322055        -5.053066       -13.984836      1.661469        1.873813        12.152284       -0.41946        13.836128       -125.329319     -28.943005      18.123755       
rwgt169         1.796286        47.510436       52.540453       -12.639267      16.263284       2.878012        6.86886         -4.366845       20.338097       -3.316081       -16.693189      25.689491       7.395081        -12.813944      10.617029       -21.09841       
rwgt170         -3.620534       15.691644       23.33614        9.855505        1.028452        21.662568       -6.378172       -3.125138       -10.952478      0.20267         -24.09637       1.79435         -48.366226      -130.894545     24.450308       -19.105571      
rwgt171         -5.327806       36.831384       25.172221       -14.663938      5.905778        3.407136        2.289858        7.910846        -13.424426      0.142916        -11.206908      -30.25537       14.706469       32.805601       1.342619        -24.025803      
rwgt172         9.069058        -16.505558      40.494311       -7.223518       -11.106282      23.916023       1.211605        18.063423       -4.499747       -2.935683       7.781568        27.566436       -50.838948      55.741478       12.569803       -2.812846       
rwgt173         -5.839646       23.654823       5.425675        -2.051692       -6.173245       -21.443287      0.774778        -6.592999       2.134595        -1.445512       -7.807167       6.736298        25.634284       140.62604       -23.167398      2.709298        
rwgt174         8.730502        0.001908        32.351882       1.971802        15.54169        -19.792481      -2.520163       -9.230877       24.124897       -2.982302       -19.699463      37.091029       -28.545872      -140.849616     -37.836971      12.574792       
rwgt175         -7.487197       -34.143491      -15.113523      -23.914535      -20.644581      -9.757519       1.541044        12.691806       -24.610482      2.508854        12.333708       39.287492       -54.156768      59.145753       -46.292681      -5.186982       
rwgt176         7.135138        -38.418579      24.941853       13.012243       9.597736        -4.425383       -4.350629       11.168184       1.665103        1.260639        -21.661708      -47.808259      -31.187244      29.123109       7.758558        1.433927        
rwgt177         2.194654        -23.050708      30.018566       -3.492784       14.211445       21.653368       -5.450025       -24.185857      6.83916         0.039418        -11.603252      13.304816       -48.860632      84.42972        0.848992        -21.856631      
rwgt178         4.71389         4.796689        45.821293       3.735731        22.108891       5.850419        3.309961        3.529673        4.082778        0.668675        -20.781117      34.703009       46.342525       -9.222918       31.133657       23.273869       
rwgt179         -3.770107       -36.287233      52.156788       -2.167838       12.086687       24.448223       -5.986086       -14.821545      22.552763       -0.233149       18.554009       -4.452875       32.411761       20.780167       -2.486354       9.961368        
rwgt180         3.840135        -46.365367      -3.42142        23.794645       3.444316        -3.804462       -6.757952       0.168846        4.28255         -3.6592         24.514936       -6.637802       -35.139712      23.156889       -32.405217      15.404218       
rwgt181         7.538958        31.163196       -5.826169       0.767892        15.223313       19.584971       4.521528        7.331446        -4.949537       -3.557134       10.252263       32.721197       -30.482318      5.269218        -41.631176      -24.924624      
rwgt182         7.357965        -12.042364      28.325097       20.279389       -6.02659        -16.999711      -0.261764       17.116935       -18.601072      0.231936        9.012466        -10.670191      49.868731       13.225542       -33.026843      10.529597       
rwgt183         0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             
