               ctW             ctp             cpQM            ctei            ctli            cQei            ctZ             cQlMi           cQl3i           ctG             ctlTi           cbW             cpQ3            cptb            cpt             ctlSi           
rwgt145         1.194427        -8.549231       52.657248       -14.84124       14.96585        -15.143645      -0.086292       -1.142556       23.827406       -0.10674        -21.51783       -34.74969       25.593255       48.691452       28.08083        -19.476302      
rwgt146         -5.088813       -25.017257      -18.639726      -8.841225       1.776992        16.618247       -6.219694       7.421267        5.650427        0.178002        20.148415       -2.658063       -14.504527      2.351534        9.118035        6.509741        
rwgt147         -3.686099       67.852388       -10.951822      9.707596        18.670657       -22.885789      0.834946        24.771484       -10.262163      -1.1706         22.624961       -3.278556       -5.525171       -125.432858     14.565809       -9.099094       
rwgt148         -7.159398       31.061075       17.612332       6.575196        -5.404655       -10.138109      -5.97654        18.412812       13.063363       -0.468993       -15.258382      -12.012675      14.301454       59.960033       7.937495        -19.206925      
rwgt149         -0.650479       -42.061735      43.893684       16.131406       -17.867638      -8.017203       2.839522        -15.498849      20.803024       -1.833695       22.365504       -45.218911      52.416086       86.670629       0.733434        -23.823941      
rwgt150         -6.511876       16.751656       6.90855         11.088901       1.616048        16.894798       -2.311303       15.990068       -21.02001       -2.526695       12.333348       -20.237228      46.875356       -116.402563     12.803747       -0.322916       
rwgt151         2.341841        -13.204407      5.351962        6.905557        -11.051521      -2.371302       2.831338        -4.785439       -17.693274      -3.053237       8.43248         49.463527       42.314084       -140.327799     -40.235604      -13.475527      
rwgt152         7.178946        -41.777679      -13.043776      -4.551284       -0.549316       7.675797        -5.613496       5.129111        5.7618          -3.886131       4.867826        43.332892       -4.138789       115.278789      -6.215469       -1.608331       
rwgt153         2.937399        -17.722203      -26.082645      7.554871        -24.091601      -8.400153       -0.800758       0.782486        -21.67201       -0.145449       -9.248138       30.403028       11.097073       49.806993       -7.711892       -14.43843       
rwgt154         -3.963664       60.278394       20.874412       -11.439716      -18.86206       -5.340196       3.391514        6.439744        -2.817493       -3.48474        13.743037       38.519374       -40.568738      -134.39825      -37.779849      -21.567351      
rwgt155         2.461586        11.971742       -16.375305      24.202845       11.091493       22.549607       -5.645641       13.457327       -11.871249      -2.789272       -24.89288       -43.591513      -6.360318       -105.838569     7.025616        9.398645        
rwgt156         1.113178        16.207213       39.077073       -4.654641       -16.413348      -3.945721       -5.815799       11.505118       -21.473173      -1.035619       23.24587        -5.009155       -41.029574      10.234785       -40.444248      -23.44955       
rwgt157         8.224948        31.608888       35.81697        -2.266454       -6.921518       23.785598       -6.288207       -17.44547       5.665277        -1.281707       7.832284        41.243562       -41.88664       -87.082755      13.134089       -20.333745      
rwgt158         -5.547017       -22.008768      8.289264        -21.749728      -24.153039      -5.641504       2.109765        20.352628       6.351438        1.421876        -21.297027      22.642502       -21.912112      79.397307       29.088786       -8.06952        
rwgt159         -7.521493       46.174962       21.135068       8.625963        -10.772385      14.891442       -3.231306       -11.036327      10.034448       2.234851        17.04572        6.272705        -18.050223      -35.019681      17.060015       21.463484       
rwgt160         -3.139733       -34.175667      -27.443586      -0.903905       -15.681095      -6.185098       4.985432        -12.783139      9.813868        -1.618732       -3.10942        -48.862505      18.667898       -85.728879      4.447633        21.575595       
rwgt161         4.780269        -29.749272      33.687003       -20.080641      -19.580636      4.489716        3.154494        -20.388408      -1.146108       -1.651056       -3.107259       15.364714       46.664284       -19.016307      -4.087917       19.102173       
rwgt162         2.35842         -18.183035      -7.079422       16.871324       0.905687        1.959103        0.37152         8.534313        3.992436        -2.00888        -9.5372         -49.515809      25.776915       123.722895      31.185841       -16.555337      
rwgt163         -8.936705       36.844983       -15.163629      12.486026       -18.989945      -9.59653        2.482604        11.796019       -17.014969      1.471184        -12.659057      -25.837972      38.205636       127.864903      7.560254        19.832715       
rwgt164         -3.986777       -13.819885      -22.240649      -5.086237       -3.469079       17.529149       -5.437467       -16.281574      -8.138839       -1.01159        -2.034464       -14.300086      -29.359148      -3.007575       16.046167       17.19601        
rwgt165         -5.53038        48.762819       -4.097153       22.23175        -10.609729      16.119374       -2.834837       22.455621       -15.041052      -3.982754       -2.551357       43.631793       16.269611       2.958238        18.85665        -12.620682      
rwgt166         2.791361        -2.290854       5.17449         17.547695       -6.453125       -16.189751      2.844577        -20.033357      -5.81057        -0.886794       23.375924       51.487061       -16.565789      51.052143       -42.085472      -18.712091      
rwgt167         -7.746964       65.770097       -10.177074      8.971206        -1.999791       23.087517       6.939277        19.031633       24.650322       -3.853773       -8.965203       40.837272       -46.649922      94.540646       -42.588121      -1.638002       
rwgt168         4.260004        28.634291       44.786469       -24.853862      23.114656       -16.597767      -0.263295       -22.192084      -14.024388      1.798363        -24.401516      26.256287       -9.674198       124.195169      -8.316386       -0.497614       
rwgt169         8.909063        -17.336002      14.716813       5.719393        -1.334059       -14.068257      2.45348         -16.882138      13.262912       2.610767        13.860081       45.229537       7.743102        -31.73213       26.657482       18.711967       
rwgt170         6.34911         49.564385       28.121437       -8.544322       -23.082909      -6.285538       0.762069        -12.873852      -6.928493       -1.486302       -4.321992       -22.187968      4.292316        -31.170331      4.698755        -18.116356      
rwgt171         -7.534269       55.27674        9.785607        3.718821        -23.176912      22.261048       -6.398046       -4.774837       -16.251411      0.70833         -22.317892      50.203451       18.369498       91.057186       5.881456        -19.723515      
rwgt172         7.761036        -28.447463      9.554627        -14.302642      -17.907618      -20.736566      -2.25959        1.349941        24.795431       2.533103        13.057057       14.232143       27.228973       105.403496      23.21009        12.522869       
rwgt173         -9.458926       48.898128       -14.230221      -12.210317      -9.530786       3.538184        -1.385854       -7.186167       20.0804         2.487252        -7.97976        -50.503572      -36.278743      -35.19578       14.752949       4.501677        
rwgt174         0.656761        75.859858       -18.570822      -7.043071       7.328969        10.18655        2.543495        23.13873        2.388302        0.620149        9.195854        0.72508         38.480585       80.273824       -39.364867      23.81999        
rwgt175         0.826751        -25.682783      46.049827       -2.481136       2.435358        23.275418       -3.0439         -12.310517      -7.872473       0.621341        -0.693919       22.359648       -45.376626      83.178169       -12.806222      -1.779101       
rwgt176         -2.779076       -42.386503      -15.000038      -12.151497      12.700559       -15.498007      5.4399          6.425242        11.447469       1.190833        13.274756       -30.412355      -2.371212       -137.149339     -8.654239       17.498935       
rwgt177         -2.793171       -16.526669      15.992669       -10.248812      3.164752        1.978562        -1.556351       -9.04232        -19.527058      -1.716332       -20.908128      34.925156       -54.120199      -31.777707      -43.33796       11.03128        
rwgt178         -6.838465       -15.158741      42.899937       10.174108       -3.240021       8.680881        -4.59262        23.487121       -24.89075       -2.297708       -17.714419      -13.711169      51.18492        39.289559       -47.745753      -7.49646        
rwgt179         -6.832559       47.897756       -27.412816      13.831712       12.754637       16.435214       4.948102        -1.471751       8.495156        -2.754749       -13.753271      24.245075       6.829863        -98.917767      8.455344        0.571132        
rwgt180         6.398069        7.578394        50.908798       -14.116725      8.998073        -17.192491      -6.56293        18.404724       -19.539763      -2.280899       18.368444       -22.392933      -44.590571      105.530034      5.72614         -19.426771      
rwgt181         8.262302        -16.179629      40.04959        10.995209       -23.487421      5.729304        -3.88001        -13.880439      -15.583193      0.228869        21.741824       -12.524371      -27.108873      26.301722       13.678671       -2.750072       
rwgt182         0.888147        42.620042       -24.638518      -22.795488      -19.008778      -14.287229      -4.232145       -7.088131       -14.015445      1.700718        16.148448       23.518377       -39.813898      -90.244168      6.485632        -8.455202       
rwgt183         0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             
