                         ctHRe                    cHQ1                     ctWRe                    ctBRe                    ctGRe                    cbWRe                    cHQ3                     cHtbRe                   cHt                      cQl31                    cQl32                    cQl33                    cQl11                    cQl12                    cQl12                    cQe1                     cQe2                     cQe3                     ctl1                     ctl2                     ctl2                     cte1                     cte2                     cte3                     cleQt3Re11               cleQt3Re22               cleQt3Re33               cleQt1Re11               cleQt1Re22               cleQt1Re33               cQj31                    cQj38                    cQj11                    ctj1                     cQj18                    ctj8                     clj1                     cHbox                    ctu1                     ctb8                     clu                      cld                      cQb8                     ctd8                     cQd1                     cQd8                     ctd1                     cQu1                     cbBRe                    ctu8                     cQu8                     ctt                      cQQ1                     cQt1                     cQt8                     
rwgt395                  -6.65400929381           -0.434926031782          0.83977865903            3.58702364215            -0.130289310244          -11.6848813502           -0.703080351642          -23.6911608035           3.26844752618            -51.0753657636           151.391281003            179.823367046            149.147359407            -0.111097888694          -0.111097888694          157.795696263            167.752563473            173.861433035            162.489831798            -81.4423540904           -81.4423540904           -17.9708156668           -153.516773691           -43.5734825718           119.452799366            -49.5697862142           -121.838193654           -39.2622076843           24.6227358721            -116.471044976           0.215044674182           0.87504987834            0.500201055967           0.627264092297           -0.120504068217          -0.770732310001          -90.8487998555           2.20640563023            0.990962411834           -88.0190181856           -74.8215915791           72.5425501164            -37.7024242744           -1.80691478307           0.539087634086           -1.01955280389           -1.13935777804           0.611452709482           38.5602771659            -2.08906873215           -1.16626572186           0.31479527527            0.152377103349           0.303593383487           -1.12272231135           
rwgt396                  -3.88344388337           2.1586026051             2.13877844489            2.05748358412            -0.00370353785071        12.5599285398            -1.57952131026           -8.83152304084           -1.79345890739           50.4820941255            3.42890144817            -145.443879613           163.517896225            -145.673681147           -145.673681147           -47.4076780293           87.3391965987            97.7467805133            -86.0786091176           152.758710149            152.758710149            -129.03715008            -101.959673619           21.5307207295            -158.625114536           -108.965334792           74.5182904179            -136.564507487           121.286175901            -42.1514427732           0.494726863963           -0.387410289309          -0.347594749437          0.393499908779           0.830679251541           -0.844794293754          118.708971185            -5.98739775511           -1.30574967908           85.4837507205            -57.5197769417           123.525374627            26.2706879775            1.56813571189            -1.468994824             0.809858325              -0.800613679917          1.18464522099            56.731554582             2.08997194984            0.658730766516           -0.153321364962          0.168335534524           0.940276689387           -1.23137570936           
rwgt397                  -5.9028555277            -1.38192795401           -3.18216405046           2.25229004708            -0.0321943423491         -3.32481307155           -1.17880211267           -29.5499969966           3.03879035979            57.8266080417            -120.768889784           -48.9325064662           -41.0003568229           154.006660063            154.006660063            76.4860172015            -97.8747849239           -179.090997701           -16.1517770518           -96.9459108379           -96.9459108379           -126.698632807           162.914754848            47.9325507476            -109.926356869           -139.309669359           -0.902152741562          156.183063076            -56.7959468481           14.7685370587            0.192473357426           -1.60270656899           0.72629017862            0.52600383234            -0.885920510668          -0.537719588337          17.6095878037            -6.81621448622           -0.471462100738          103.561854827            31.2146982231            61.3184810512            -53.962715382            -0.33757772277           1.37342847917            1.77531561182            -0.841444996558          -0.569322955825          -2.3251096656            0.89062010764            -1.46678265096           0.294763547634           0.151432498673           0.233822314044           -1.06220135031           
rwgt398                  -3.63159479656           2.88613127716            1.19887988791            2.26226550832            -0.288709340499          11.407434758             1.86251585616            22.8155039598            -2.76894608045           141.452053104            135.774677277            55.9816515389            -152.008670483           84.7961267261            84.7961267261            27.184720036             141.592643397            -4.2499940483            -101.040355375           7.62496275335            7.62496275335            -36.3369393204           -80.4075780041           110.754751788            -173.823172642           95.0856665737            157.973181756            145.1671975              160.175082586            -177.677060325           0.773086801636           1.72926885104            0.359223775079           0.448062502415           -0.805648980636          0.380881169453           -120.794227369           2.03408791143            -0.146783738473          -0.655801919668          76.4935934998            95.9327383936            -45.9904733504           0.7474565431             -0.389417632808          -0.40171324338           1.30131391465            0.815579138163           76.7419950616            -0.204034791698          -0.454337892638          0.462114105648           -0.182402932443          -0.0736418375053         -1.010094653             
rwgt399                  3.89972198618            -0.176539950277          -2.80603868215           0.931738040234           -0.0681787355315         -4.95188390362           -0.57310306821           -14.1308503131           -1.3312751669            175.128120172            -63.9497602147           -174.779273343           166.073501784            -144.555480155           -144.555480155           -95.9585868363           22.3438780826            168.774286689            -146.351550934           16.9089520886            16.9089520886            -1.96609770141           106.609863469            -109.162536091           134.23920866             133.554176546            176.981883721            -10.9205031226           94.5352658084            86.0198958057            0.189717407507           -0.234290016567          0.161640020042           -0.169267682296          -0.0251078648141         0.817935694731           110.297140602            3.98778031105            0.923909020911           -16.866528289            156.017968166            -2.979697645             7.07473697345            1.50822642035            -0.365196914488          -0.872474503382          -0.977945223106          -0.743339532658          18.7994022628            -0.710587802572          1.77135026001            0.326822154644           0.43382991215            -0.700323131819          2.01748158446            
rwgt400                  -4.52465016403           1.03625292025            -0.784596694349          -0.614025032713          0.0997312052378          -8.9377844254            0.416397204805           -25.8441391143           -1.39525946662           -61.1577333396           25.637853158             146.844531087            99.0992022546            -82.8921376226           -82.8921376226           -39.0855428304           98.563996127             68.0187379729            -48.3128188538           156.169563013            156.169563013            25.9380826056            14.8027070604            147.498603043            21.067129038             -15.7892414526           -97.1059189208           -160.984660199           -40.3284605292           108.564295771            0.485335620221           -0.616681585929          0.104864066915           -0.00673913058593        1.0694070057             0.730992851662           -56.9880452804           -6.73656381869           0.871369444081           -65.0516997779           -148.506939927           89.3769306071            18.9993996373            -1.59000158563           -0.499598660089          -0.598543074212          1.04093300938            -0.919332380066          19.655717                0.283926941968           -0.951047292588          0.739316831586           0.307331305523           -0.523189066451          -0.482152279437          
rwgt401                  6.27952856699            -1.33441121545           1.55791790406            1.74662857552            0.049730037381           3.33399596851            -1.92808349348           30.5532861512            -0.486763927536          27.4205790503            -101.465987368           62.2428512342            -108.950947708           51.4392879253            51.4392879253            -126.163057433           -80.9658839232           59.579840776             -84.3185916284           173.765119669            173.765119669            -177.827262366           32.9890313396            143.870728531            53.0162095444            -147.426180088           23.3629630806            -167.936127255           128.209831395            115.618093636            -0.746017587517          -1.11832425452           0.555141662618           0.598551322924           -0.504408286672          -1.20233066791           127.494032719            3.07268355639            -1.06295738551           73.5672062629            138.492821908            -127.677561669           72.7449209006            1.03619388526            0.58877017448            0.616722518482           -0.646461256472          -0.986017310002          -74.4483694502           0.884838711785           -1.02119135101           -0.59634792909           0.458324798253           -0.674460195445          -1.74169852676           
rwgt402                  1.75436043127            -1.6341501412            1.03555243231            3.73384729086            -0.292061617869          9.44100239557            3.30274815383            16.8434498554            3.32219342268            66.3368121952            135.931124463            154.0382879              -39.8896546065           -166.173877792           -166.173877792           75.0602710298            93.5554900448            -145.989578078           39.7614967366            50.21678694              50.21678694              61.2423970739            3.02519147532            115.634409513            2.8239617704             131.539800012            -173.141202236           -2.99399595909           53.8416671893            -135.386154133           -0.653450203682          1.19855021014            0.901372135673           0.682906821696           0.973727444241           -0.314298337347          131.674260926            -0.214496491319          0.640839639829           -10.0050327928           -177.60939834            98.7562810085            21.5639036989            1.92355701931            0.767020513275           -2.27022409864           0.460777400831           -0.702869780359          -17.8068289873           0.962416307473           1.06033382875            0.0818769829061          -0.36747647954           0.208214859124           0.40421421608            
rwgt403                  6.82058795204            3.31561039513            2.70626268638            -3.35998124135           0.312918766952           12.1606699772            -1.74575979429           -8.03420643412           -0.477623324784          118.143520145            -84.3772348587           -163.432509696           60.3658286965            27.3394362921            27.3394362921            -100.154517445           76.7716945171            -88.9337003849           -142.62081171            -15.1584005026           -15.1584005026           -66.4236935119           10.1833862481            33.0811702486            -117.888554143           -37.8445649788           -118.367637622           111.851018163            -50.9952514512           -81.5166253625           -0.906348872069          -2.07028600457           -0.479322328814          -0.747361285566          -0.278856037809          -0.611581695888          25.4991228129            7.76190282322            -1.33348458365           -7.82198791285           130.995529494            -148.433081132           70.4232217451            1.69603299957            -0.449912300237          -0.422270251928          0.319763794226           0.623686680028           -9.44012897353           1.63066209695            -1.02300442127           -0.242669097314          0.253066911718           -0.882585566214          -1.15948422283           
rwgt404                  5.82765805765            -1.99518160347           -1.97539517634           4.56825965192            0.0358515521591          -1.18628254703           -3.38639918138           22.203618919             0.409713680944           -95.4289827297           33.5351787554            -170.222624629           67.9487068934            -80.864464211            -80.864464211            74.5524566689            166.190577661            148.86343238             -172.486330591           -99.0616217916           -99.0616217916           169.725514854            75.6588913279            32.4445461518            1.48739634338            -154.470866436           -147.607650632           -3.35364730773           162.218886073            -98.155655973            0.441924585938           -0.917113949298          -0.39056852774           -0.239921012102          -0.935720971758          0.180600531806           -24.4655181701           1.3491796987             0.615003776848           -22.200309643            -35.0672039911           136.038435429            -58.0851115754           2.24192219725            1.19091222576            0.335942974081           -1.07086652132           0.642458032408           40.4211586394            0.331608257527           1.08297461563            0.475239503612           0.241455929647           0.873281697427           -0.0686780182821         
rwgt405                  -6.00752662704           -0.836848726128          -0.902937121279          -0.0461980260457         0.146819880776           8.69100484914            -1.82318858705           -22.4840934217           -2.34372140968           146.527997617            -67.4811006209           72.597031476             -76.6391452808           13.4861362883            13.4861362883            60.7100510985            -39.5399490416           76.1215599585            -100.197946219           -76.0935014398           -76.0935014398           -95.9167910368           -22.9313268722           111.712048153            -153.462977765           30.5182411268            -75.8574247205           101.185152071            -13.9641280514           -132.981176524           0.464653330604           1.5491064234             0.109304355183           -0.414615956101          -0.143910440381          0.448126680208           -52.0551248912           -1.86078300553           -1.0068250848            97.1718576543            -136.383562376           -41.3640142099           18.8654725695            1.63022306978            -0.466947914588          -0.875946141643          0.474304377506           0.918418887768           -7.60376037756           -0.759241948811          -0.371857190867          0.503720759021           0.472876534659           -0.369222518894          -0.383079042165          
rwgt406                  -0.153334633143          -0.905378484348          2.74861005162            -4.31912197051           -0.0572077030756         2.63624212069            0.692775371067           25.7919212128            -1.02825522608           -72.3739787234           169.037378518            77.3814670084            -38.5071402934           1.18461945061            1.18461945061            -130.377905723           151.826308336            -174.47044312            47.1377832321            115.926672462            115.926672462            -15.0204447455           -78.1250923716           -43.2156544708           65.74573059              -116.926033774           101.818484573            17.4388002908            -70.8091467271           -172.29955075            -0.934138025767          -0.0582820121025         0.759427720012           -0.0479472349582         -0.789256670838          -0.43126221113           -17.0363963098           -6.09467866369           1.24451511563            15.5643866945            90.9558765213            17.8728395824            32.9910597135            -0.846566922864          0.546197476199           -2.52615901739           -1.10624297205           -0.97053942114           -86.2950280428           1.60798658565            0.332523283024           0.0983595098792          0.155405216609           -0.891398412864          -0.935339036694          
rwgt407                  -5.48144132441           2.50423341323            2.35844349291            -1.73446331079           -0.00808687471942        -28.5950769281           -1.7091688964            1.60933492142            -1.87178755512           -43.124825021            -152.855468698           96.3913363398            -165.010446537           -0.655295732052          -0.655295732052          -13.6434377595           -160.592462298           -164.094147472           -12.4881321029           41.4081816546            41.4081816546            57.4815343122            -21.8728311825           137.284690544            -15.1943822483           26.2730690744            7.27613938791            -170.901914177           -60.4497570816           160.751577152            0.616326765081           1.74864408635            -0.593543651447          0.127675170372           0.795609659062           0.160608783803           -113.220016791           -0.561095987699          -0.726810114644          107.686546784            50.1691362355            50.4756904114            -38.2268632481           0.0352278557159          -0.438398606618          0.664438831781           1.12168123465            0.849114979241           76.304542543             1.22398584933            -1.20492965366           0.151733988512           -0.338200163128          -0.85868170694           -1.69760584228           
rwgt408                  0.957527685735           2.84823238184            -0.0917288318172         -2.51093186807           0.176554595506           -27.0008044306           -1.41551418239           -15.5357551694           2.06699825633            74.7698602725            98.9431434841            31.7888414082            42.4055793981            -46.2366987056           -46.2366987056           -34.5648686526           132.705427852            -159.041201212           -48.3783784395           -106.130601984           -106.130601984           158.416205604            -175.330338458           143.145898841            -155.515565932           68.7552039971            81.8735197937            -84.3517261897           -138.154081888           -52.2131415417           -0.866464573368          0.265709467959           0.617429751009           0.264918723564           1.40245877677            0.194811200381           -61.1747063751           -3.78671121567           1.23988446674            97.9786096849            -126.616436386           -78.4913275525           12.7345389869            0.51010479201            1.17558703287            -2.03752016899           -0.156556380797          -0.38495857607           -93.9250822692           2.11480697778            0.342312500069           0.480427411867           -0.242522917058          -0.183989377301          0.901140221688           
rwgt409                  1.17089813685            0.00259352923504         -0.84318696567           3.60738364563            0.0489961295249          -16.8798775464           3.29923313138            27.9184085921            -3.21416704521           -0.3886157169            124.142407458            -171.169038476           -75.4156457794           -106.47282132            -106.47282132            -1.12821618569           129.540640039            109.456961552            -121.913333486           -62.3011773347           -62.3011773347           92.098535787             136.705621987            -47.0034449388           18.7784970807            165.029995617            -116.406867466           2.52507206251            61.0374033194            70.8032209289            -0.291044703113          1.76603644538            0.438813377193           -0.327478168794          0.00229602423553         -0.0701525665936         162.184681083            -5.3022983311            1.20632293739            -38.6076494339           170.63109899             119.599011812            44.5355378542            -0.180145974079          -0.646899698502          -1.45920147989           -0.0230078663249         -1.05604793013           1.74679654734            1.53339397112            -1.46535790159           -0.377581620583          0.014517402292           -0.387424781971          1.69412918753            
rwgt410                  6.43396741255            2.1094663945             2.95979492189            -2.54800314349           -0.115785616761          18.2278624325            2.95877668588            -7.55841082417           -1.50400906899           157.553271017            43.2056738793            -177.352792897           0.554619490485           -161.911823998           -161.911823998           175.408899527            -15.5437089469           -14.2361063741           -158.110127345           -150.424992033           -150.424992033           71.0254957208            -0.687537448799          -9.65706290007           54.2274137293            -114.197861366           25.9849200933            -67.4176000472           71.3340213152            94.3219482821            0.397157017864           0.182595932051           -0.408755563809          -0.669706874965          0.400473344361           -1.12765899163           -74.401932954            -0.0724449977582         -1.02961888418           -101.824940638           82.797464872             115.992943722            -63.6866215623           -2.40408495665           -0.702870377022          -2.19272070013           0.264012116133           -0.115706074337          -37.5748272061           -1.69305264563           1.7378530267             0.708547349312           -0.41309525801           0.902926637112           2.20862895675            
rwgt411                  2.32826374758            0.959367308522           -2.78592258103           -2.70551779526           0.0508074162779          -21.2507519266           -1.65799317939           30.642984446             -1.21889060946           112.549205085            51.0482811475            108.12439643             55.0528443972            -97.5855146595           -97.5855146595           93.8375541088            -168.026838963           -52.1105169966           -131.41465368            99.0058240776            99.0058240776            38.1316211483            161.546080761            18.2022008099            -81.00840659             154.743512438            -178.568453411           -16.5732591456           -175.133608524           12.0009067926            -0.178174266265          0.722311185677           0.413490566774           -0.434335809435          0.209465495583           -1.20200737558           -140.9837323             -6.47261464528           0.757534049637           45.8071056025            -95.0017668568           80.0864165905            -64.9807933356           0.144417148782           -0.711657436438          0.722649811201           -0.228957401125          -1.12648727454           -65.8086192694           0.972401892314           -0.379634019612          0.595786207946           -0.48081357669           -0.139639957141          2.14806898655            
rwgt412                  7.54381308479            1.7007009825             1.89758923656            -3.20531192732           0.125872955661           14.4730380003            2.82180654597            3.37927442843            2.50614740316            82.3946054918            -49.8525919373           149.223501951            -166.80096495            5.47179304879            5.47179304879            -4.01780915913           117.54184352             56.8836330805            -121.969815789           166.913158648            166.913158648            -55.0866335899           -86.4158411104           -47.9052185827           -14.9178040511           104.525440017            -173.065572545           143.602726629            143.387815089            144.114142301            -0.911786567665          -0.520319099331          -0.207865237468          -0.658667556212          -1.37627129272           -1.179049148             142.732442689            -1.46844063671           1.31457866626            -21.0378606564           102.638319411            -82.9300868644           -62.1353043175           1.62118865024            1.17612079596            -1.51475599313           -0.546980436245          -0.480250862389          17.9123040858            1.31600293316            0.620764351762           0.308558394059           -0.0793097014802         -0.433742276987          -1.52090935711           
rwgt413                  -0.115628762244          0.791988049162           -1.14129272651           -0.0900465224917         -0.208959628707          -14.7812894133           -3.32156927794           10.9566852889            -2.60349329218           -152.35689904            -141.197099249           -64.4025895536           -170.662212566           23.1395486501            23.1395486501            8.44689503555            90.9463256414            95.2152865239            -158.310884288           170.442460457            170.442460457            -121.605808396           -166.555702231           -72.7097107852           101.436546111            -35.1312000959           -172.094663325           -147.630533794           -40.4996355877           -22.7246560775           -0.851131708576          1.74426283684            -0.851697684205          -0.518832363923          0.811060246731           0.932484833591           29.6729570957            1.12444878905            0.707497985438           -19.5878013343           24.5775406156            -77.8913453134           73.0284496099            -0.602660579062          1.02238760049            -0.562175129295          0.378056174479           -0.898759098169          50.1777335869            -1.45428810923           -0.324602119746          -0.108216510091          -0.345627243262          0.356001660625           0.234091764321           
rwgt414                  3.41150724102            -0.894337673544          -0.728895112403          -0.444827722749          -0.032138070952          19.5129694671            0.175668281966           30.8597584782            1.36988969036            30.2908236119            -100.986254487           124.176974736            112.257962707            -177.810893408           -177.810893408           -106.486729182           -99.3259127792           173.247285176            -32.5709147881           -174.986288768           -174.986288768           -34.1873967713           -14.2031617674           28.4676064263            81.4423565246            -16.4457636676           38.6925608955            95.8203446231            54.1197731867            -12.585203996            -0.636894756138          -1.26223827056           0.310218864585           -0.0915572991882         1.17910044317            -0.129344883105          -117.639843868           5.35350762804            0.88977897453            -107.194663373           3.36197211847            137.268568845            72.7766611098            0.463066803925           1.271268182              2.19082368322            0.971596257584           0.226995350353           -44.8800881577           0.810398728926           -1.62868707372           -0.090262783409          -0.399540428208          -0.662625945853          0.0723524499806          
rwgt415                  7.71142881148            -1.15446952976           1.38881443167            -3.72608107717           0.243207320165           14.2890684695            -2.10167090427           13.5985201242            2.48679644017            60.2696878618            -163.726681352           -168.714946184           1.86540403533            -35.5499401397           -35.5499401397           -81.5314478576           -44.5014323514           -101.962619089           164.321642395            86.8843985893            86.8843985893            -28.5671272297           -58.7156949135           161.830237808            72.4823822664            71.4990432462            117.547467261            -169.316486643           -43.7473268314           -169.118888239           0.968493747728           0.92171750037            0.9047346521             0.472433116812           -1.34039988133           0.455986934              -77.0199469669           5.53576936582            1.15622147146            7.78864526436            50.1636690913            -81.9045157482           27.9274471922            -0.0739484429686         0.975707728765           2.33185423918            -0.824388020155          -0.64818831318           72.5147485518            1.08098056663            0.431037102058           0.147661562036           0.175912160088           -0.720902048636          2.01224287687            
rwgt416                  7.74098192732            -0.489596184419          -3.26594546385           3.38688835587            -0.00472366869132        18.7518282498            2.23064496802            -14.3428894105           -2.60451628133           -172.98031405            135.497563849            58.4514396412            146.573525669            110.603446293            110.603446293            -115.307984192           95.837222838             143.226766376            -134.530392943           2.41081727972            2.41081727972            -38.0631535211           -116.291861116           -120.069311291           40.9349436157            -99.8573675986           121.392818645            -1.76092781013           62.9158268535            28.0172806702            0.63320219881            -1.48859777528           -0.273049098153          -0.316744156887          -1.21550549015           -0.0374252806389         -40.413632172            -5.93933774769           0.809568275686           104.667776077            62.5717948051            118.695367477            22.8376264097            -1.03401356433           -1.43616285733           2.01922130412            -0.689969423203          -1.22295666443           -17.3515786225           -0.218121709926          -0.37828722981           0.530127497944           0.0393845819185          0.067699323883           -1.17865633362           
rwgt417                  -1.26524063976           2.43109020101            -2.76883171496           3.09163255289            0.114069569649           28.3576687266            2.66131275421            0.883475619766           -0.936836128561          165.159967634            -58.7221307614           92.6594455704            -45.1318749202           -27.6661098232           -27.6661098232           -128.618147448           14.0716060643            -160.000830828           -13.613126814            -99.0577842749           -99.0577842749           -113.086800893           -68.8947053022           -55.1573296194           174.053778164            162.674285019            5.62125397308            167.633161388            -113.062501245           -33.546440627            -0.868671568351          1.11730837353            -0.783991393235          -0.500118013115          0.362989221538           0.2052486614             -40.431567849            -1.9234119288            -0.937573002539          96.9883067343            -157.073361282           109.11751444             22.8023153789            2.51107210263            0.841867633425           2.43819038689            1.29529867857            0.979849907661           -27.8050071596           -0.464990099909          1.41489041385            0.124341296231           -0.0146330276289         -0.913684127888          1.31058294916            
rwgt418                  6.43897751742            2.30589900068            -0.460620771808          2.14657071765            -0.236548419885          2.12845312699            2.76285809649            29.9651062892            0.530038156703           166.354039618            -100.292183932           176.603294518            -57.9594098247           103.478671217            103.478671217            -23.3400842079           -79.5039549354           -170.265231585           -127.353516551           176.372107077            176.372107077            78.1548113544            121.04742497             34.4318433415            -92.0039614255           120.905651739            66.1955790418            -140.079604341           -42.3400643714           135.652181567            0.0243217264329          -1.39758065213           -0.840241589608          -0.23119816508           0.0439857438305          -0.477780085725          115.769011418            -3.90831526546           -0.839535250028          -116.527246113           166.701601532            -89.6774333893           66.8377698639            -1.08877172417           0.531706392319           -2.46868420848           -0.324014720611          -0.202515673248          32.2401137611            -0.151641715252          0.709234451788           -0.525323067853          -0.160937934112          -0.0782660100695         -1.10909749614           
rwgt419                  6.40117261073            -1.51986571437           1.88963132745            -0.531905602764          -0.0580043045195         -25.0256842531           2.69175583833            -17.1930569257           3.12738861864            -31.3987120713           -88.7675143405           -43.7871209943           178.230614784            28.2206061181            28.2206061181            21.0901023749            -123.767150317           13.556522346             21.2513537081            80.1642065414            80.1642065414            -78.2455871033           -170.762604521           -36.9989635453           41.9648276385            -135.739153048           -133.351191594           172.685471254            37.3952013602            -145.370569865           0.557238220434           -0.292378186413          0.406790361257           -0.204555737123          -0.752555755761          -0.236990281696          -54.6981921524           5.01856077517            0.992545948877           65.4757575491            -128.218772725           -133.163856083           -18.1346298842           1.61413519199            0.857312999513           -2.53884502178           -1.02203175272           -0.306535566048          14.9458446629            -1.67251618168           -0.749076436184          0.199801809373           0.43310405546            0.570687750563           -1.5962948984            
rwgt420                  4.21339841353            -1.03688401221           1.09538925401            -0.783493534076          -0.309359516438          4.03393147672            -2.00119346291           -4.23197547572           1.75127939579            85.0474534551            -80.7782195846           7.53592707375            20.9204570187            100.507197423            100.507197423            -118.563896732           -42.0516966827           -86.9775021333           -150.00269816            -112.555167623           -112.555167623           -34.5133695491           43.6524240809            -160.772679336           131.110149638            -26.5748597139           -69.9443961858           28.0986305601            -71.2961677487           -158.532338598           0.434957088541           -0.613922628792          0.263184775687           0.29953632399            0.254454715417           -0.191716367104          37.9492211816            7.7011383792             -1.16634992443           71.4260952707            31.0168666649            -80.9376583244           4.07802113559            1.97231803513            0.745208048191           1.10265331517            -0.655686594854          0.52452965158            -26.08421556             2.14554358889            -0.730569768561          0.399906912659           -0.446239228973          0.698057453062           2.02298688596            
rwgt421                  3.0180996057             -2.40692321945           0.92701160622            1.03948884324            -0.259404668793          4.07493091547            0.176231402978           -8.94362037151           -2.58628826665           1.09284366107            11.7878009698            -77.2799096562           34.3977207116            107.551441462            107.551441462            -138.132216328           78.3545752963            -40.1185473981           -39.8904313293           92.7627481486            92.7627481486            -129.256997328           -81.9614710513           11.1428655563            -27.8391652776           171.339713425            -168.240778141           -9.83134014438           72.1841206517            51.567935098             0.400061066307           0.0958533571512          0.712241352012           0.183218439218           -0.378020115323          0.891450731612           25.6809045368            -1.31228124027           1.0319330806             82.6810944127            45.6938159241            5.31576799535            -12.3165290648           -0.909558979421          0.277092714334           -1.58737997167           0.505460061012           -0.882849527399          -38.9114262544           -1.80507329527           1.11324871324            -0.150299796537          0.0850257103781          0.51275020278            -0.0641031562739         
rwgt422                  -5.97288764471           2.80276659816            1.22505302679            4.04413182994            -0.0777820628438         -14.5032485998           0.402767787189           32.4342560975            2.93447851983            -42.4294019056           93.2709025833            154.286344729            77.1477674899            -66.8880393704           -66.8880393704           25.1223576044            120.23802794             -35.9420927138           -141.931302758           -63.3389627693           -63.3389627693           44.756327112             24.4541734035            140.579406017            -9.12962887035           179.61240318             179.733901506            -71.3958848007           103.563994624            6.9291696809             -0.463866033341          -1.89411597461           -0.332374029074          -0.137043435189          0.191049784908           0.796548011635           121.68718353             -4.81785966806           -0.580677883546          -46.9782029173           -56.8512446658           -40.5127805936           70.25336584              2.07882441539            0.543487908717           0.0011117730743          1.32349092618            -1.15091682625           -75.5916443943           0.939358967109           0.414123867116           0.371243439657           0.180819950403           -0.350226005985          -1.36460867761           
rwgt423                  -2.28831728325           0.0197824119145          0.463737486684           -1.07976006449           0.123582286849           15.2557586602            3.22294523654            20.0953110123            -2.28052630072           172.223811266            -65.9167941345           -54.6249391451           -146.418303432           72.4274261362            72.4274261362            118.076094349            168.087831999            175.379192121            55.2179305524            45.446744939             45.446744939             -79.8528428504           -158.617484501           72.8424910653            34.2669585355            77.8462957409            61.2600907488            -63.1496267907           -134.004563381           -91.0124810759           0.442072540838           -1.04661499303           -0.151900243511          -0.0740912062674         -0.621629448334          0.563106096366           75.7751602627            5.01415962146            -0.88472561228           -17.7812761924           99.6269474405            105.559457222            -69.4480019659           -1.51912602747           0.861923074055           -1.42112039975           0.971690834741           -0.435041908444          19.3974449711            -1.51734999122           0.940036747345           0.582392995517           0.224779788964           -0.438249942061          -1.90077134795           
rwgt424                  2.46976082668            1.71910742222            -3.28966468208           1.93393542416            0.276883259341           -14.6772833871           1.48066361323            -24.3377452376           -0.806853901741          -98.6910400715           -46.2667374923           64.0552497142            -5.69190878702           5.34144957169            5.34144957169            -85.8377339294           24.1506555484            -35.3515558865           -7.51058472942           138.032911329            138.032911329            121.051294033            61.9543533095            -106.492693721           99.0562583706            -45.2992370033           162.902718497            -32.0028415152           -128.388485872           -51.6963929163           -0.966525686698          1.21994910123            -0.89927442808           0.0941522722817          0.629309465571           0.316346748861           178.367977235            4.54385944423            -0.288961865905          41.7526894763            -67.3921524842           51.3270110377            -1.65928827996           -2.32073744644           1.37849503925            -0.614215577296          -0.735780276813          0.0757806629051          -4.74178679202           1.97840873448            -0.212726984716          0.630652849312           -0.0944116668072         0.235568540581           -1.60665150745           
rwgt425                  -2.2441397295            -3.27120684584           2.59589307055            -1.85788114699           -0.133429036022          -16.7018531218           1.49935090948            -28.5824194991           -1.39667545508           49.4328476146            -142.175278404           -87.2626896442           -44.3980701435           83.9777562797            83.9777562797            55.9373613367            -85.6761431081           91.1153780568            154.27302763             86.9193114519            86.9193114519            115.393110212            -154.543069773           -150.287424285           -42.4519434864           14.9735461783            68.5112874737            -80.2773265651           -42.2579232115           172.338237435            -0.671931456309          -0.808545868647          0.882875199323           0.247763942239           1.26803424374            0.195497837603           19.687399772             -1.130445043             -1.02565524955           91.2895277378            53.7712940446            178.757279094            -16.458452409            -2.37546205463           -0.761138894913          2.56297506315            -0.420928961175          0.659225179825           -86.5246415116           -1.19802460879           -0.155670807785          -0.378382454883          -0.0571622817131         0.0816830016424          -2.11045670797           
rwgt426                  3.43223702687            -1.36845054965           -3.49419999338           -0.74267335588           0.1439049435             -4.16765031435           -1.11577394328           36.3793600922            1.26692921928            46.3126548115            85.2557032075            -121.211221533           -46.91246593             -58.2406083285           -58.2406083285           174.17551965             -0.722786716601          128.570163073            -40.0954639836           -142.582330545           -142.582330545           153.282457955            -138.837569781           -133.814704722           0.212695218796           -47.0322325659           122.699108954            5.77067257252            155.815257901            162.748858441            -0.436303678021          0.0973661437122          0.77540621954            -0.259458216517          -0.469475195838          -0.0892006773991         119.277848348            -0.923244409523          -0.249407414462          -103.7317546             40.049421095             92.8679082477            -59.5291704301           -1.18324044195           0.68139802416            -0.923816125111          -0.933257103507          0.75069921414            -30.7356891409           -0.591068893741          -1.80398507299           -0.634539619587          0.230190291439           -0.882311562214          0.689729432671           
rwgt427                  4.31332721881            -1.74265279043           -3.14235835741           3.93891505676            -0.142440189234          25.4133437127            1.77724898004            39.4116692317            2.77839018349            -10.9848215541           144.822831296            113.703625141            -139.154401862           41.4707735178            41.4707735178            80.7948579963            -114.073449841           122.93809656             -23.2159849213           -178.761361677           -178.761361677           -114.864790753           -171.754905566           74.0552402587            -152.550862599           -24.3239289033           -68.7232991475           -10.6374142593           -160.357266307           106.178409256            0.471968819473           -0.130955417835          -0.0797601176045         -0.583272895542          -0.490892243763          0.640188151082           -149.481790532           -5.58668112978           -0.823661988086          53.8178593887            -115.504372724           -143.098144806           -63.546677456            -0.0877302369692         0.22474653158            1.20827064696            -0.694289442316          0.644435090098           -4.91954211793           0.31082600573            1.47902849523            -0.700721264523          0.437667273224           -0.710290000837          -0.164725362912          
