                    ctW                 ctp                 cpQM                ctei                ctli                cQei                ctZ                 cQlMi               cQl3i               ctG                 ctlTi               cbW                 cpQ3                cptb                cpt                 ctlSi               cQd1                cQd8                cQq11               cQq13               cQQ1                cQq81               cQq83               cQQ8                cQt1                cQt8                cQtQb1              cQtQb8              cQu1                cQu8                ctb1                ctd1                ctd8                ctq1                ctq8                ctt1                ctu1                ctu8                
rwgt110             -5.92188053817      23.6850417136       11.9108901917       -0.793682866722     -1.43170396386      -6.44057809882      -4.93918385155      -0.0453057538803    10.4782924383       -1.22430011737      -2.65501075114      -7.01410686146      1.75815510094       12.6112124442       9.80858109763       9.81757996891       3.38421948853       46.6019267118       32.8150206908       -25.8191372371      24.7531143621       18.4429772991       -58.6482450816      -48.4923583387      -46.208293561       -35.8367100461      -53.4794812266      -4.88060347662      -29.8455082583      -17.2453028052      3.60037677195       -37.5882087522      6.93323424434       -56.7491899093      -16.8265539571      34.7211961445       9.31689115141       -36.2336617399      
rwgt111             2.15771893259       -13.9292810924      27.4328099942       -1.89278816038      1.62817384039       -7.66299090434      -3.76984100383      7.20161973249       8.82663203548       1.16449190346       1.51209310721       -6.91421310114      5.27031862975       -13.7982650871      -4.67379444663      1.3014552738        -33.6663025172      50.6806085838       1.79491340575       -45.5136786795      -15.5386184127      11.9184883641       -54.1081898567      -34.9547920974      21.5589356882       10.776698824        -53.0582250433      -39.8530330485      -12.5819638322      -52.5657511684      30.5977742841       -59.4984633119      2.16264119598       -39.897228369       1.38717467474       56.5454170463       46.0781458933       9.11693754437       
rwgt112             -3.1246523862       56.0837648966       21.2416756442       -1.84994103321      -8.37128385538      6.68576171763       3.51486342551       7.35398016695       2.03203566626       1.76624711861       -2.45789038099      -5.87762638552      0.526668309847      14.9785918228       -33.1285489296      4.11524454763       26.7860843564       10.6375732006       -42.9678483604      22.5946183313       -46.1031319514      1.74842824364       60.3337487674       -33.7386850322      6.31723063546       -11.5598783264      7.57622076227       15.6609580872       -50.7161483402      -31.5796240649      -3.76180365393      41.4294949947       -55.9560387474      46.677414608        -39.1886365228      37.9757270694       42.4586066977       20.7450689965       
rwgt113             -3.22165327063      30.5830667711       33.3242611846       -5.91194929371      0.0144914449688     4.08577655532       1.25871970934       0.977894958811      6.54976062355       -1.05635413148      -1.49583575073      2.46007829786       -12.654220928       9.02909721008       -2.66442311467      -4.55772344974      -56.4122579139      -8.13082083778      -18.9675812663      -44.0567796161      -51.9270820788      32.6875976162       40.6324841939       -34.8684757493      48.076686477        -21.7390951839      32.3060536466       -28.9590979374      31.5584399094       20.2185876107       23.4813807441       17.1065576015       52.034481699        31.4135079699       -15.1276307954      -7.69930142425      -29.5063295261      -7.63960293652      
rwgt114             3.45332156837       45.3274944373       37.2599731835       -3.4176332753       -8.64964288975      6.03107150848       1.23913104118       5.91419345084       1.24344264226       1.43077299222       -1.17770104215      4.04493246167       0.618131368377      22.1406655655       -7.44110345629      0.848405356448      31.3303393693       52.8207142642       -53.2592885241      46.3209694761       31.4275347883       -51.3909802428      -0.0282762526468    53.8429349113       34.6015531098       -35.77348212        -49.2939273537      28.4876284686       -52.2489790833      3.27977069328       46.7363673367       -41.0587947026      22.6189553985       -55.3357039848      26.8674897082       19.5653658661       6.07317648089       30.2066875098       
rwgt115             -4.40359265853      -13.7173106094      -7.44871657065      -4.16576033234      -5.66612685742      3.81066624191       2.56584074899       5.04676525627       3.32083163362       -0.704074475454     -1.19496920353      3.75246530907       2.54404612779       23.8841978749       -19.512539091       -12.7495961996      -57.2556250915      -32.4292104267      7.33411168568       -44.3513333528      60.1533611283       37.8518105493       -58.5331672157      -39.7725125422      -60.458667966       -50.0281445522      35.4139056434       -20.6200840565      -52.439235506       -11.3144464621      9.12014491447       4.58829410735       15.2732313563       7.32973189099       -49.9841427898      17.0717072844       -44.8975747208      25.9462888065       
rwgt116             -0.810148756655     23.1635457136       -8.45526210907      7.6444739465        -5.82939326705      -1.41133898246      4.62459894505       10.489647168        1.6513597284        -2.26763222995      -0.706072448204     -3.48648207216      -9.63201611454      -18.9693621082      -12.1822817182      10.0362210373       3.10427623735       -40.5727104945      51.9103375559       -9.78291793959      -16.5418008223      7.52595819588       5.41396319778       0.454093778841      -52.3759640793      -47.7452927312      -41.7212075435      -51.0868261408      -24.7180999634      -12.8897420584      -42.2221019346      51.449395571        38.7292071045       -2.95103413328      33.2037736683       45.3371605112       -16.3761694328      31.526454855        
rwgt117             3.13489212902       18.1263489262       15.6994464522       6.63053775905       4.17434614154       0.289930323903      1.10091799985       -1.03693699616      4.3667249087        -2.14308826936      2.79106573057       2.48716742099       -5.62327325456      0.0365488977252     6.51610800806       7.64932664765       -45.4215608902      -33.7758918796      -28.0716279757      -35.2592785308      50.0243642474       -22.698116964       51.3009423669       -21.2885294301      -36.6610197397      40.1831566735       -45.7717952568      -26.5637705872      -20.9736376522      43.0987664794       46.5020466958       -45.5562770852      40.0128707346       0.853087238547      -0.912029886751     15.6522625491       -29.368946          -11.2171045009      
rwgt118             -5.41252601896      8.24965184814       21.0496418776       -3.98358110061      -4.56316441007      6.12613874645       -3.75768979998      -8.54003346676      4.0109342092        2.46750498956       -0.451519592191     -5.98521519056      -4.13472836064      0.629741601397      -26.0738384066      -1.33002510657      48.8961552401       58.1012609481       16.1565337149       33.1918663121       0.0102661129617     -31.6660341646      -24.4217198061      22.1051558813       16.5402497901       -44.5126939043      -56.1383099073      -8.45067296046      -14.5786623509      21.2082594659       48.7326119764       27.2171349158       -37.9949558984      -8.24352454386      -5.22711126506      9.76364932615       -9.51116111241      -16.9114135988      
rwgt119             -2.70948089181      -6.73862228211      1.25531505968       -6.61663440959      -5.67575984284      -8.15256925094      -3.81465309096      -2.10263483411      8.53152857823       1.85265649753       -2.62875045395      3.58023381488       2.34584421067       -2.24559303462      -5.25269069295      0.82048029249       -25.1517207584      25.7950306204       34.5125134359       -37.9380170485      13.6750674825       -5.43553245559      45.9500161812       40.0180161514       -23.3804365094      32.2822830001       -23.5809947201      -17.3191011072      0.911674117643      44.6825422502       -51.8951341475      23.3928190981       -37.3127935133      -31.347621012       48.180211611        -56.9945656567      8.3433420708        60.3207326509       
rwgt120             0.850872852619      1.89010939737       33.7325503046       -2.31624694385      2.75497357726       -0.115973517904     3.61470471435       2.29266524071       9.52565565343       -1.61555025567      -1.69963193097      -7.02788738292      -3.24329989817      -26.2466679581      -32.2001935087      -10.723444924       0.733572053951      -31.5701943547      18.1493070647       -26.3505239765      -41.0154017015      -20.6065126612      -33.5071481065      17.6132796147       -20.9228605577      37.022353731        -4.50647040496      -21.9169476491      42.097822169        53.4202677187       -38.8064157493      -8.10014074196      41.9277380145       0.528232448832      9.9630733913        31.7096475039       -45.4354602325      -20.3099067447      
rwgt121             1.7325845613        20.3743680598       30.9671397366       -4.0669549815       -4.32579265238      1.01154564797       3.10605972415       -3.57868215055      2.28653078593       -0.9560038903       2.45152793126       4.63650595522       -12.1542733744      -17.9840067053      -28.6793829469      -10.9453370285      -20.0690463852      12.6262312739       47.5340086672       -24.4891808077      -9.79040838955      10.1537813347       56.2592838486       -50.4268685448      -40.3097686533      1.37247871561       28.2770605311       -38.11605619        18.5842107254       22.2377078758       -14.5926722252      -44.2857559062      -54.6158231064      20.8250810559       28.72847454         -56.9280201018      -26.8886416006      13.2298437385       
rwgt122             -4.36153353398      10.0329133885       20.324084156        3.94768219119       -4.89710308345      -6.93093156022      -0.977208478049     3.10450701433       2.06947252418       0.557738383498      -0.65219076624      -3.96087254806      -7.60379376309      14.7054729892       -2.44853485685      5.4435546596        -14.7133603546      13.0873544363       -45.5504625549      -36.9428545752      28.8770818881       10.4898782114       -53.8152716426      -21.7652163286      19.5902036168       -28.693125603       -31.6002681168      -8.58831095988      4.13423091582       -13.1094511377      -59.9777133192      36.5829195824       -20.1693131802      31.8216366154       44.1157019042       -48.2230464624      -16.7371167115      -56.4602823514      
rwgt123             -2.37312876163      7.05689634501       24.6845932301       -7.11051579639      2.85304647731       1.74412347927       0.788113755116      -3.64262178152      -3.23628880918      -2.16446176578      2.39538675967       -6.24178797045      -14.7731675854      12.1576418806       -0.761200046577     11.6516401347       0.0200077842624     37.4794361609       -16.3646124895      57.6575795871       -35.7159746267      -47.4596275536      28.2617620901       -7.56593712905      25.6309113506       54.0906329589       43.9861152603       47.6661786303       -41.0265382943      -10.2828555898      5.84099454166       58.8968010255       17.7222173158       39.4392929193       -31.5743517317      9.88679306811       -38.0737880024      9.26300077202       
rwgt124             4.72729312502       -3.92083928049      17.8232371941       2.08248485337       1.94968868468       -5.58948070785      3.1779781258        1.04436138655       4.7704345729        2.97590672014       1.74802843286       4.79377520875       0.326239832248      -23.203630147       8.26803628476       -4.08128629686      -8.55032214278      -27.4499113453      -49.9248393985      41.2765329061       -9.36698490321      5.98210742259       60.61413699         -60.5254257584      8.66163847167       31.7009176088       -54.1300491014      19.4891201455       -46.3783747281      -56.2287994285      -26.2587284311      -20.5882583835      33.693007452        -24.2583468887      28.7211719319       -27.4362542647      -56.0669663717      50.9338902892       
rwgt125             2.68489523745       -2.02851310962      33.0010105719       10.0974370042       -6.35671520175      -3.28725692448      3.87332818198       -6.52743122474      -9.81191785561      -2.13522506029      -0.954981193051     3.02795012745       1.14069169353       26.4634454362       -33.105336328       -11.2810732284      61.1623701557       1.93274937155       27.1299863047       -19.3578343584      1.04622367998       31.7150016501       -56.5893508368      -38.7085760938      -16.6023846955      28.7100753494       -27.5264348564      -48.4330578378      12.2218298209       14.6299346476       2.01860429384       22.07413458         57.2721722153       50.6089481866       18.5126101434       43.1506770655       -46.5483473918      40.3371011272       
rwgt126             -3.56120423171      48.0059738305       32.3727517486       7.41003357755       5.10803908348       -2.96362073119      -0.397361664596     -3.53460249617      5.77594260926       0.984167440958      -2.67853137893      4.54614217317       -4.70319945837      15.2320951045       1.71311293662       -11.4437712167      28.5995077187       55.701037077        -18.179044352       52.0587533351       31.8020196493       -8.71462029454      -15.6321295798      44.4443618115       13.5167311525       52.1278711928       43.4963626555       60.7647238158       -35.4978044413      -9.16481807037      44.5649397534       -60.5787273267      37.7496444934       -45.0094430035      36.8495345135       -2.84450853928      47.0279784045       15.1523358173       
rwgt127             -3.70344464162      12.903627991        34.1881900113       -3.73244080752      -1.64625264344      0.718513765918      -4.04558710862      6.04972289358       8.22173078895       -1.64508158402      -2.24459851374      1.28185904866       4.45518398549       -8.7852659698       2.26413404308       8.70733760039       21.6561367057       11.8359205166       19.0439919829       3.9562253175        27.2207314436       -47.3911963576      -52.3258777279      -9.77075439267      15.4621822695       -4.06731314566      -52.2509927543      51.7937379635       -19.3216767316      44.3043417725       -30.7800183647      -49.0993810634      29.4471080438       52.2060204065       -6.87704582498      19.2421607154       -27.9845775027      44.280365096        
rwgt128             3.6408740565        59.1254715376       23.9218033374       1.08358591889       2.70267726568       1.84485622183       -0.62954329377      2.45898364139       9.09775715748       -1.61100212886      -2.55667747611      -5.15478737747      5.49483430644       17.6002233642       -16.4553528506      -0.29840521115      30.2606048906       -25.8045079513      56.8461109391       -54.8768881939      36.5637521815       -59.5037062951      -50.5297898398      -0.330730037342     -4.94727885613      -8.01839718694      45.9056313837       26.3376937259       -60.3061662518      -27.0674447955      -39.2976477319      59.6072340498       -44.2074613155      -29.0422889643      53.5720401465       -29.9648372725      60.4450103645       53.4612211246       
rwgt129             -5.77075339295      57.3296169279       9.11939046941       2.26866381253       8.7930949007        3.25142567121       -1.28383414673      -3.60664171731      -4.58034586143      0.78411795228       -0.719070047324     -7.4498141337       3.60835480213       -3.65661791849      -25.5620432935      -12.2180949834      60.5028382071       -21.3031133346      5.96268659657       -52.5845756421      -2.36799001377      -14.9220516773      35.3259054101       -5.09986980325      -16.7273062913      54.9969035714       -43.7351278608      -26.8685865586      -5.92685858955      47.6585585248       50.658256112        -12.8543137759      -1.63386296225      -37.1730222359      36.5605536499       46.9973074812       44.614054377        -22.9954150943      
rwgt130             1.66443511998       13.1856074788       1.16154538293       1.65397343511       -5.3562598356       7.37769627518       1.14975323236       1.58182723956       0.477375289208      2.90260240405       0.730307565075      0.525419977587      -11.5203667327      14.3980436943       19.282692582        6.86596340978       20.7205677926       12.3782999975       28.6632506851       0.211538890799      -9.99175441047      4.51791401256       -1.08783152665      -9.58228499442      32.2468847149       31.7792487866       48.340057879        -43.5010098148      -7.42934786789      -2.88089286429      17.3337368833       38.0311363509       37.3611847135       -40.3099877752      17.477820978        35.0771556266       52.5045150916       -55.2348655171      
rwgt131             1.97738022438       40.464678025        -3.28283054511      -7.28404148166      -0.763611769559     6.49422845161       4.55247292697       9.36793243091       5.62780991446       -2.19511438691      2.22682305548       3.75914547294       -13.9649573118      -12.345840152       -20.2597367136      -4.92053145472      13.6786009294       40.0021119767       -34.9383601422      -28.7690713905      45.0477749026       2.62167215972       -37.2339303668      -48.977989071       -40.6968603827      -30.1248308387      -47.1214919774      -29.9909125059      55.7481541918       -30.8471336777      42.0189770634       16.620660093        55.5461244319       20.6393438345       5.95563690623       -1.20241516086      18.3544820019       -56.4802638359      
rwgt132             1.93308613985       -12.5724596091      11.914992377        -8.36209626673      0.706984467776      -6.87310106585      2.20390837494       -0.653130170833     -11.8941966941      -2.16109489993      -0.681443295696     6.41725714418       -10.7825389704      24.5310633834       -14.7964004912      -8.23579271552      -54.4462474608      -21.8327887329      -26.3084680247      -37.0626922767      15.5632206036       7.63860665829       -28.4315325942      -1.28801852427      18.0142901959       47.414110828        -1.24135667551      41.3001785861       -49.5889679679      -56.0010408839      26.1373331628       -23.4548000799      43.0667762754       39.0117802297       -24.8844165425      19.223466787        52.6570756051       48.8327332129       
rwgt133             -0.806081601354     -1.11345954331      4.99615323166       0.952914321324      10.255031708        -5.91943715501      -2.06110241135      5.0453127118        8.91077117023       0.00751573915736    0.0257477937985     1.22361644017       -2.78270086933      23.3167825786       5.01713833918       -8.31599312651      50.124116758        33.3366420983       25.2399281247       -58.0980163263      11.6232533814       26.286828759        -47.2046505478      57.0455739712       -16.9775604941      6.9410856043        -58.2064357091      -34.5885617047      50.7889801206       5.35527271366       49.7695786334       6.68442819519       -3.64676564967      -3.46964943939      36.4082608536       -22.5991144783      -2.83642056084      -28.4919809516      
rwgt134             2.20502451327       48.5727023935       4.92345703484       -8.13017331334      9.20160125539       4.77174978943       4.71541635636       9.23432004282       -7.61062293679      1.91910202312       -1.95914095084      2.11546170754       -12.2552466261      -2.74957479371      -24.4290140306      -12.4152027533      -35.6678569946      -59.1159719367      -2.99673279999      -17.8567114488      -36.6041506743      -33.4274380021      10.2817335227       -19.103962907       -6.5437961294       -10.6194794279      -49.3215209403      19.8129493245       -14.6429624413      43.6386208568       -9.27371433617      14.9110342334       -22.0379522408      10.2726086121       -5.19264492153      21.2625208335       -0.0721297177382    -46.5769227961      
rwgt135             4.43151447831       3.81703433449       4.04306766331       10.2754197912       -2.59132486272      -2.62112052414      -4.54907999922      -6.918150677        9.78012963268       2.45220704521       -0.999289637993     7.06141762486       -4.38669001193      20.046588308        0.00387955169533    2.58458555429       47.645095765        53.7156897199       -16.8197905372      -26.1885753178      -19.3644816183      37.5175590767       29.6883323608       26.7277833332       -49.2187811476      3.36538458282       13.6936515147       -55.8354722966      25.5480816479       3.21344098292       26.3305659691       28.4593689321       -41.4865467903      -22.7359676232      8.06941205973       11.964807183        -57.1321508749      -17.3466882446      
rwgt136             -3.758291841        33.3674570395       22.3308418725       6.10975780336       -7.22357659173      -7.19546339393      -4.30413944142      3.08625138797       -8.63749110576      -2.78852876858      -1.6479733055       0.903313282689      -8.54229436319      8.51500991056       14.7515890016       7.37775982363       36.7420437239       -11.1575902268      -11.8864109691      -52.4705821758      -58.8691316066      -50.0879741431      -33.9866075972      8.80522878242       -15.7582507818      -49.7957698642      -49.7632982912      -23.9317138123      12.4872092082       -54.1949114873      47.2453263728       9.55503561233       27.726499012        43.5788671296       -36.4027722593      20.9427712612       -1.29191712158      -16.0594731198      
rwgt137             -0.088840863267     39.6434810393       23.3819159783       6.36288339897       10.3503740936       -0.66461083071      -2.85591079304      -3.25332638319      6.97845763476       1.26917726375       -0.0232623430461    -6.81825764737      -10.7181406274      14.4968836619       -1.475418514        -6.69238582813      40.6610524677       -25.6008144386      47.9828738177       -42.9098316987      -12.7640726612      -44.1067300233      -28.1278937584      -30.1425421192      -3.40354794417      51.9051757232       -52.771985574       -33.3359739057      6.88157396946       3.47612553123       -2.13856637454      12.6869964309       32.7875310167       -15.1384358955      -46.5863252268      -29.3215811537      45.7909710249       -18.3998726438      
rwgt138             -3.56328279649      60.2581374365       21.9556054371       -6.93782723838      -5.14807752965      6.41881475551       -3.83221793478      -5.00306553767      -1.89821658711      -1.79463036321      2.71311517263       4.97077176136       -6.15341331502      25.7465202049       -30.3776024338      2.02272354107       52.5565884335       -59.5169967489      25.0250444989       11.1863993642       -45.9187846102      -37.4788221472      -46.1598367645      -8.99226172203      34.6636118901       -39.8198716305      -4.28856321243      -60.4216026947      49.3536923827       -29.3334718449      -22.4737566563      -51.3668818969      -49.6679989828      21.9123407905       -48.7849178894      -0.427776676659     -27.1975192898      -12.5301539539      
rwgt139             -0.103880359378     19.2461919132       18.015112731        -6.59540306201      -4.08414973875      -2.2156786582       1.38609837174       -7.36092846172      -4.37885339357      -0.49012322396      -1.57272694984      5.73195701613       2.44000016878       19.4503664098       8.2845976717        3.39584434567       -49.5724380997      -52.6809299451      -23.4707397775      18.2036433683       -47.7830110684      1.77447096884       13.6047491767       51.6360187994       -57.7429534137      -16.2802596016      4.55918633897       29.3735508846       46.9242936663       -29.7785190997      53.0851088441       -23.5289956595      -20.4389174858      54.2184707536       -30.444997188       -11.4171975016      10.9736241561       30.891657125        
rwgt140             1.79754397785       35.3142257336       28.9488724897       -6.38143972019      4.48349431412       -4.0505945326       -5.82606468293      4.56920665169       6.66194686171       -1.11178187108      0.88850126734       -3.74487102417      -6.08722324998      11.9226171527       3.31246847778       3.18983072277       -11.2274025147      2.13525328681       25.4134164035       27.0208121748       19.8945602976       -28.3534946323      28.2462430921       -44.2676720883      -59.9594004983      34.4917108129       -60.4546429098      -9.78464698763      -14.7358291303      21.2006953705       -50.5525701384      -48.1543710993      -10.9074017327      13.1101214093       -15.5208085081      -2.02572276053      8.25351688042       -56.3797144442      
rwgt141             2.14849977802       -16.3953744966      6.33056624006       -7.00357862895      8.01685797476       6.70677203289       2.08324261368       -0.763996912102     8.10215843375       2.94356169407       -2.3610795587       -3.83391344697      4.96116996919       5.18242942963       -2.26918627433      -8.24909128815      22.4515470908       -50.8411885926      -32.8347826153      -8.29036239518      44.3785832031       -59.7785268057      23.8556883422       0.383981983898      18.2329201275       32.5862290302       -48.2664160245      -12.8984665001      -26.6747636173      30.3383620053       47.0598129139       16.057952487        45.2558301819       -5.65396900125      -34.5970673148      16.2683576277       -35.9978572918      -39.7203106278      
rwgt142             -0.680906455046     1.88814778073       -9.70966991413      -6.44734458457      8.67297104212       -4.82191130652      -4.49269785093      8.64273918351       7.73812431704       -2.10830582085      -1.64640330091      2.49022059724       -3.9822963053       0.146780138605      -14.5693766677      8.71380492124       -57.9619489191      36.3419965314       -55.8795175365      56.2941558765       -29.9760728576      -4.39044716958      -6.6166389865       -48.0926647318      -50.14825414        44.200505752        -33.6007898786      -59.1684966145      -7.30085746859      -13.909068072       3.9336127205        4.57303798255       21.77752347         -17.0065312127      28.0410400359       45.3200602931       -45.4264966295      50.9812514903       
rwgt143             5.34827746767       12.1134532313       21.1372822527       -5.80735891078      5.54331822416       3.79819580186       -3.27708977368      -8.02330015955      3.16647480854       2.02102385123       -0.472437882996     5.90636214921       -10.5729381947      7.58368602772       16.8546925878       -1.65818821174      25.1174030226       24.381834737        14.9508320226       8.84852729402       -30.2024207902      52.3307904439       -37.0674321536      35.1549624402       55.1848894548       22.6729855396       61.4952437808       0.543798651945      21.3856531684       27.9710054369       8.39223433296       -58.0821475412      54.1900095006       -60.5042467082      57.9451412187       -21.5994867633      -60.6100834314      -16.5115500865      
rwgt144             -4.34430451031      -2.58552678562      1.86276339496       5.0717230481        -4.39114471981      5.691193277         5.45787940268       4.06548641525       -11.2218549032      2.52073723816       1.69172079301       -2.29783324871      1.48736593571       -11.483374757       -21.5579820031      -5.55842097137      -8.81013545995      39.3829107962       52.900652623        47.0733184614       50.7667061271       -39.488158855       37.520684828        53.3550512693       -23.8126642582      51.0048222994       -5.73613689619      54.7453217524       29.597916679        -39.2822110201      -52.8083563776      15.2087006374       36.4659106977       34.6520540711       -11.3839120038      -24.0473402144      55.8363124118       13.5128687464       
rwgt145             1.62805531555       61.1162045323       14.9137064053       1.54819761085       1.19904475265       7.56316949221       -0.582249106246     -8.62038842618      -4.20608122786      -1.78705368498      -0.550806344424     -1.437520306        5.42714833262       22.8019155971       6.45298166361       -10.0337196375      50.6338713869       -3.77627361493      25.6560715135       -29.02106674        44.3402583882       -20.7698106822      -28.9836377507      9.86150840214       -21.0184357112      -25.4858085298      -3.33136548813      -55.0435853704      -61.3161647137      8.36996896068       23.0370454561       57.9624206653       -45.2213440852      -49.8919985472      -44.2133107847      7.3479712127        42.6546447205       38.4572774498       
rwgt146             -4.27759828118      59.7046169369       32.1844195999       -7.62755133021      -2.9476112603       0.466547953293      -0.207369854343     10.0697972844       -4.85002397218      0.046117263753      0.7892320291        -1.07491535749      -9.2512460754       17.9642034577       7.70590073589       -10.6585791062      26.8033924226       18.4637769647       31.8360488931       48.4478217785       45.2079753786       56.0918588225       -51.4390056472      60.1761425811       -14.9965859914      -6.38756734825      -30.8563423818      52.0678856188       6.4794102681        2.53137716297       40.9903192403       -19.0729718478      -19.3769190343      28.987864509        35.3183436373       50.6416147612       -29.4054555507      38.9364905663       
rwgt147             1.55399771442       24.2620805761       39.1256181985       -6.48130636942      7.10246533528       7.08648238544       1.22947948144       -4.78208296128      8.416138786         1.58020244114       2.15210803906       4.63551200264       -6.58383150327      6.20565481788       -4.3884678221       -9.28692431853      -5.87765552423      -35.1358640568      -44.6972425602      56.7847593824       16.1214201527       -45.9712031739      -12.8271864861      6.50015523472       -23.9754400092      56.9285392959       -14.3524940199      20.4209436423       -14.8158633131      42.8552141261       -8.33673385179      50.6329897428       -40.8111601283      32.6219002739       -33.808570765       -48.0610173049      -11.5559689095      -14.544085762       
rwgt148             4.71307260624       57.0982814306       30.0640891245       4.47288928027       6.38358210308       -0.559085693634     2.29613415897       3.98093461625       1.73675618991       1.34718858684       -0.880869926971     -3.00170905499      -2.20416914207      23.6911621437       -3.75570465673      11.6254464078       59.8963156931       -55.444585785       -3.41979168049      -35.9268427123      0.355585200491      -30.4064281908      25.4993142919       13.3962770279       -7.08627471986      -7.42427779233      58.1162329847       6.99835420581       -23.5871928719      13.984720014        -6.74920258685      -39.5769258296      35.1989745839       8.43476781293       -55.6136492407      -43.163649709       -0.367800956072     -0.355845527581     
rwgt149             4.20257155046       8.61875674273       30.31455003         4.51906232579       -3.71487909857      8.04932146846       -1.06644544293      -8.4985056215       -8.42203983625      1.23547371924       0.345619435268      0.845186361756      -5.89582553143      -6.24032101305      -7.49334461355      -2.35870042467      49.6831411985       24.1075951108       40.0706258802       -45.8220798278      -59.9185124615      -51.0568133108      -51.5496374403      -17.9833777168      -34.4510888774      -10.0268665441      23.8717213618       -12.5489926518      -26.3025772387      -47.7627388938      59.1547509102       17.4570457471       -37.3386936109      -59.8026314069      -2.58358042734      -29.5504762543      -47.6476887059      -52.7994475608      
rwgt150             4.67153868624       23.7122511485       33.9417258147       5.5122046306        6.61046135794       -5.52884844365      5.41558032984       -3.50217891849      1.00089418102       2.94855406861       0.935490938528      -0.267676092239     -5.41716568481      -12.8054940123      17.9480643299       -9.8940572425       -9.15776124388      4.65944573343       -5.63379388826      15.9002009769       33.3924882926       3.80675970735       -49.367024776       -29.5712839645      -45.4760702381      -3.45450892447      28.0868820025       -51.2869526151      0.596027924802      -60.3235297969      -13.3182614153      61.4780088596       -52.7453693583      12.6269269146       39.9251358891       -23.5168054555      25.2110549084       -15.6549170129      
rwgt151             -0.503315931145     -1.68239739323      26.2702206334       9.44950518746       -1.19716555581      2.7921245137        4.57414452039       -7.19991360437      3.87260035318       -0.956760736953     -0.598260560418     -5.39191979868      -11.2011798736      15.9520371908       -30.1995067964      8.56349096344       -5.26091343088      -45.4971518376      -52.0825345229      -27.5719519515      45.4546244738       44.5155222482       37.8685285052       -29.2447011953      6.95942818348       -36.0755493209      58.3443800921       -4.42032072314      -46.2063140762      -13.6061237855      -43.4795403096      17.9518217623       8.07071479608       -26.7343606454      3.37901167945       -19.9071339712      0.37641662991       -3.33401118976      
rwgt152             -4.03386786885      33.7100660958       -9.85998373482      -1.37538834657      -6.82051207014      -3.68027968205      -0.744583180836     -5.73799123498      -4.97645113164      0.979522456222      1.88036346808       -0.544367621601     -9.19451908136      15.1955822854       5.67999009423       -8.13564098163      -35.1058487496      -23.7568908016      21.5115397232       17.7501708249       -36.8906392235      43.802043097        49.3356273396       -7.066910099        -58.1639867517      6.94489684572       30.3291293533       -10.5914325528      2.92162396312       -7.92338263362      -44.4330108173      58.3679684872       4.94439331087       -20.6685704515      3.27426743843       -44.6282477047      -47.0419463443      33.7546762342       
rwgt153             4.28679019674       23.1227085272       -9.63795397859      4.62488742966       9.97500663427       3.97731227009       3.01754545486       4.67652286596       -5.35263115509      -0.250419972547     0.685575656814      -4.33559440166      -14.3750495906      4.59433075706       -27.1016168857      9.56264708912       52.0837377523       -8.51242086482      1.22820267752       58.2825019531       37.6042293759       34.9352950153       -56.7645507101      -45.4647111226      38.0552115261       47.4551166317       -15.5798994051      34.4428226506       48.3249359564       37.7379356676       35.6327092887       -28.6763967268      -32.9378288592      -21.396857292       -2.02417697022      3.26677938847       50.9274351632       -27.0403358576      
rwgt154             3.66106209633       10.030870124        -9.33627788152      3.74052040197       -6.78669699637      -3.3355471286       -1.98855171402      -5.48639429817      -5.8774923425       0.714750210524      1.53575205497       -5.85273382734      5.69172943018       -22.7222123477      3.43941653905       -9.92805485671      -18.8418363013      -1.00127873662      55.1125802249       57.0521278627       -29.6812211532      -51.4462593812      -19.601174334       43.739978394        -21.166705433       -1.18712555928      56.6704580361       44.6310963366       -11.7359359852      32.9921423424       -50.7371666459      29.5625356534       16.3154056977       -7.26613938714      -27.8998809443      7.68932675764       51.2052063029       52.8275603744       
rwgt155             -2.26990942624      16.7130299776       18.952718816        3.18548852603       8.6245670772        -1.53114876619      -2.04064066101      -3.74172139062      4.16752098622       -2.62272247372      -1.28511395238      -3.424110781        -3.34138364379      -2.39341060496      -15.9016308551      5.61062851714       60.5058178261       -57.0744849976      56.0434594215       -53.8179248633      -11.1306822878      -20.0108977773      -27.1480935145      -52.935175578       29.011576794        -40.8187284519      27.2648966656       61.10888081         35.2671292222       -33.5356950517      26.6425611028       16.4969464517       -35.550897764       56.9007702127       9.38854354585       -45.7811344199      10.6549571464       -0.821234679411     
rwgt156             -4.85841528069      49.1473153757       8.90095741472       7.21407914443       8.17178963956       2.05986210912       -2.68708778066      -3.2568259471       -2.83481138821      0.0241217176232     2.64335309515       -6.99963981133      -8.86066538952      -11.9958713024      -23.3265326572      -0.896346479898     -31.7515790795      4.19848602679       -60.6537697943      -7.80842694801      42.7964987297       -36.7890640403      18.9262918819       -36.7542130814      45.4805292545       4.88949644519       -45.7546886242      44.383726147        -19.669161425       4.35320137528       23.9638321857       -15.1740174021      52.6204883115       -34.1498550635      -21.0981154815      7.0685992428        14.4558733012       -60.3639937903      
