                         ctp                      cpQM                     ctW                      ctZ                      ctG                      cbW                      cpQ3                     cptb                     cpt                      cQl3i                    cQlMi                    cQei                     ctli                     ctei                     ctlSi                    ctlTi                    cQq13                    cQq83                    cQq11                    ctq1                     cQq81                    ctq8                     ctu1                     ctb8                     cQb8                     ctd8                     cQd1                     cQd8                     ctd1                     cQu1                     ctu8                     cQu8                     
rwgt202                  1.83113227827            22.4645060988            0.0851317904814          -133.031142126           1.08695003489            0.0748918556371          -0.687783668548          0.352064039942           -153.984488477           -174.649697768           106.965380724            104.011503176            21.9505653633            32.3765938588            -107.528403282           11.6106762756            -0.00133926786596        -0.0485743573563         62.2456670817            -54.2717986837           -135.182727576           82.7482510236            13.3521396718            147.750758166            -91.815823396            -143.784183171           140.183585531            -134.993099009           76.7572600902            4.40153289836            -176.330091024           152.54376954             
rwgt203                  2.74683029816            85.4922255054            -0.00715527204638        -59.1977179893           -3.17274683259           0.296291939002           -0.490770329735          0.901690016751           169.317530148            -166.325596483           38.6507750222            -68.8329553619           45.7835800723            172.260436917            84.6282861409            -146.556345158           -0.0391740562039         0.0151278950269          118.531688492            -116.032148065           147.792023208            91.8629763207            157.137116765            -8.91355933416           22.7283706036            100.061313198            20.1534670287            137.053924452            -103.742439393           152.440957528            -56.9911850141           172.136888103            
rwgt204                  1.89146561445            154.42127386             0.145700303568           91.2338002182            1.10691210946            0.279327001076           -0.462565981376          1.49667673168            161.165219095            -26.8218735793           162.319115774            10.98113473              -103.196959723           123.707418862            100.761868028            127.685092242            0.0570875878131          0.0645506262849          160.706038413            76.8018418716            131.166952505            53.5589422851            -17.0506344016           -101.364597502           23.3535238869            113.279270397            170.334375615            -13.5876501504           -154.431123095           -152.640685059           95.7545172128            69.9770601842            
rwgt205                  -2.8088192023            -12.5863078193           -0.0692397988924         93.9541370784            -2.025035352             0.504090669838           0.362793250803           -1.26945816199           -102.387736772           -161.528349877           -117.127131291           160.39985088             -164.190967276           60.772403335             13.8257646694            21.2375991892            0.0159159895823          0.200550011178           137.415533908            -175.866427704           11.2992363891            171.704651692            -62.1328770533           73.921557474             137.296077593            -134.54095106            122.811360714            -35.8407943794           152.244716938            57.9801521126            120.827836721            173.380932745            
rwgt206                  2.49276651614            92.3603142869            0.199109498989           146.777980681            -0.052651740937          0.452540271164           1.04790319391            2.29404304701            136.552779451            -35.6453101971           130.753465735            -33.3036150015           -108.028291925           -7.82547931059           131.622328296            50.8286652608            -0.00788684506128        -0.208282748334          -81.505768375            147.689614155            -178.23463476            162.105485713            -174.979189199           28.9694357372            -58.5759745405           169.53708506             61.0971399022            -60.9234947465           104.313841653            -8.39073849296           -178.939647427           -0.0916120217337         
rwgt207                  -0.141647874345          157.382562572            -0.165173125466          0.713282340223           0.933495882301           -0.0595332778955         1.15263951247            -0.167318129112          85.5225396687            -19.6564400305           166.382350425            -122.793529095           122.87605794             48.3692376058            -134.412008977           4.37543609701            0.0434614932942          -0.343673364953          -155.280315866           -112.49610494            77.4285838036            50.4430976949            -118.747315186           116.557103873            160.462022563            -7.74383687997           -64.7766659127           26.7300761161            -154.864740108           -132.454708398           30.6267796387            -166.938542761           
rwgt208                  2.8343170473             -145.811099595           0.176353289274           102.400056581            -3.68458032699           0.0909249163733          0.304482347566           0.321602147708           112.482417032            126.144044758            -50.5802362788           -25.422826131            62.6032465362            175.270927354            -136.924178551           38.5267261954            0.0788837169599          0.341271366389           -112.11462186            169.36236438             116.748548714            -9.25979747099           -126.166751025           13.6193884258            -35.2943811202           130.120160555            -155.83770724            -169.955471461           -76.3833294826           -18.4913756469           -59.7241778342           -174.706209667           
rwgt209                  -2.61507903975           30.9972176666            -0.0697565861504         60.5335383735            -3.31649113651           0.444148483281           -0.0171146048768         -0.294053590538          109.830036907            -146.84704               12.7877031838            -112.285321284           136.442792669            150.960220249            -91.0377965702           -16.22924648             -0.00501259660624        -0.0212666973486         -108.601252251           -108.909119258           -133.450038538           -67.7830489554           -178.786627247           36.283570165             17.4219512822            -107.188078564           -97.5314242243           137.485162209            -153.615553687           41.6677206532            -55.7752543388           -75.564232666            
rwgt210                  -0.650912329736          31.5498572173            0.199838377699           147.965468924            -0.30265413864           0.098096094287           0.520051454393           -1.36906665512           -172.706560945           146.03800543             5.57120512596            -158.667257025           45.9967425596            -62.4226735203           -166.33477591            -77.6603981667           0.0774614651817          0.321874317943           -155.956494073           -46.6783158389           168.245642128            -146.226592885           -110.685007683           -132.591942862           -174.835452649           -11.4875603109           106.221826599            -93.2279418645           -43.5976205489           94.1423049649            -59.6261584433           57.0164731024            
rwgt211                  0.163332812467           -93.6902280148           -0.0816083633293         -108.670712759           -2.57153250132           -0.341261235184          -0.903066408007          -0.0923122199397         174.541279877            -162.884521383           159.63218664             -45.483343682            1.33269039165            -28.7982137048           -57.1384856062           96.005138153             -0.016812364474          -0.14851286028           -131.054245645           4.01000552721            60.1384598394            119.489175915            70.4560823222            -141.687947842           110.075825729            2.1262217734             84.9149165352            80.9469260207            -34.8356736025           -11.9644058897           71.7483139139            80.6099713259            
rwgt212                  1.52616301695            -120.424581647           0.11058380829            7.86007609631            -0.0245424575814         0.0433371445728          0.552704223662           1.60091270498            -65.7064459872           92.3775164095            -45.2442467087           159.840138825            -7.24167402894           -144.672754885           -38.6523860203           28.2481147939            0.0273115091053          0.375626082446           -116.929950915           -69.985824373            112.826616828            -38.1335337439           137.264339495            94.9696691605            43.5075318327            -131.196622601           -69.7433098291           138.121058086            -11.0913604463           -35.0727889039           -142.691678225           76.0272610554            
rwgt213                  -2.95719091483           105.203513818            -0.0759175537184         -80.7252594423           -0.637773855347          0.383439943232           -1.01779571722           0.679133434554           32.6992011721            12.5517415997            114.523427901            -90.991336797            88.4803105765            18.2709006548            41.2027209399            -54.3758333062           0.0633373540075          -0.198697539249          -38.5599711754           -31.6051287646           -64.5695205966           -53.3470167035           -83.4372086746           115.813337899            146.27428339             -102.374558605           127.094928918            15.7510313377            118.031771777            -25.894389471            33.7204350689            -129.09633356            
rwgt214                  2.17104449808            -114.358503831           0.195311379105           176.518024287            -0.521543529253          0.00388086240521         -1.20828121962           -0.792233723544          -47.9010522996           -156.882565437           -27.8747973102           -35.4553982421           5.75296882709            14.4593489877            -96.3658605073           -60.6459209413           0.0899250776164          -0.101017585872          -86.6237735099           -73.2270127187           23.6807223718            -143.99194314            13.7837631838            132.072841227            -175.22649496            -176.595283344           36.8361072685            31.6452392307            102.745848375            166.675089927            177.045976974            82.6416689633            
rwgt215                  1.73440860097            153.641880702            0.228207398151           115.492523486            1.35288721402            0.211444397149           0.987234423736           2.37936243381            145.499659791            117.642573874            19.9971902933            -65.3111145319           -148.863787305           91.5258118471            -86.2070929218           95.0126488686            0.0122327632096          -0.322604604249          -86.7701038508           131.1198478              -166.910905279           -170.005446933           69.7684938366            173.351445072            -118.993699713           -63.6362919494           87.7506729639            121.767931916            6.86986280296            155.492127511            54.445366695             146.377073924            
rwgt216                  0.757686330449           -71.3469148007           0.0100164232192          -161.679447056           0.61810374444            -0.190900097257          0.12649396167            0.204534747889           63.4118641466            49.5507037345            -178.756893772           -151.839809825           113.635413803            -160.353107592           -24.6878181043           -34.2007395195           0.0366403827969          -0.0663736478117         -138.365789541           103.415930872            141.119871762            153.924043484            -95.5887957378           176.25354644             169.559086422            -110.086233457           171.804377849            153.628333274            -50.5957948019           -109.986416984           157.572837138            127.07999822             
rwgt217                  0.470103497767           -120.74297301            -0.0916017312618         159.672048269            -2.01031542895           -0.203918359931          -1.21226874815           -0.937736667928          -139.664550303           171.985269707            119.384985164            55.2565742718            48.5603162407            -43.8125445319           18.8063172786            -131.866169314           -0.0370681921934         0.00591588157117         -63.4642313093           158.006075386            17.8549853115            -61.7383821115           88.7853466206            -116.67350887            -47.9279453266           79.8257528478            -11.8542527915           -114.84256401            -86.7853494569           96.4473450968            161.060317223            164.831635678            
rwgt218                  2.29978149884            -9.84914100686           0.21233202885            93.8460546895            2.43035663934            -0.529369694513          0.225088904781           -1.48530622288           119.469448489            72.9173208967            130.551068145            -162.518037484           85.5043634488            -35.7046672002           15.8355178676            114.814851955            -0.0536367130694         0.100231132769           -96.6661259258           101.377021649            113.22271387             -36.3906432217           -148.241055234           -3.44048481951           -122.406964142           100.315363312            -164.626476226           5.84267250334            -141.236464112           129.285053947            112.020070168            -121.286579867           
rwgt219                  -0.457474351187          -2.46170864717           0.089141941984           -22.8409413341           -2.12152054805           -0.26719048951           1.16899656019            0.245359663797           -90.6473875766           50.8267167188            55.0095372883            167.813947036            27.1806102769            -31.7874247126           95.6708781927            -58.8017290506           -0.0430686608555         0.275572297714           85.9276743427            32.6693199205            48.0467581683            50.7511699779            25.5740731172            155.341693533            -22.7375551235           21.3472326431            60.5321191925            -12.4813022323           70.5267287432            17.1952573971            -80.2180857104           100.441879151            
rwgt220                  1.51018733625            179.238669543            -0.00688875441272        -26.8553729282           2.60872281969            0.129608149917           0.860427249881           -1.16941572326           -149.245765904           -117.993376936           -143.676720358           -79.4091017952           -16.7224524589           -82.8791179751           -160.679278909           -3.98544792485           -0.0817690830924         -0.0296524594908         22.7721430284            128.75160398             -174.304049647           -63.9269388982           173.412977723            -165.575618124           82.9233897395            22.892618891             -48.7459647888           131.614667889            -79.1075126672           -170.469215316           28.167899854             135.168611494            
rwgt221                  1.33406641062            -4.4183091238            0.145365613668           74.6784093914            -2.65046256189           0.29762030138            1.25382365711            1.24386747144            80.0796903425            130.547671831            -60.3553372301           -159.4173904             40.1281694765            -154.408617231           11.8862457524            -85.5750071215           0.0838299731206          -0.206849232312          111.382610345            -179.637416096           -102.554282771           -29.5728411733           102.423347219            143.580486894            -8.10046773928           -118.555345335           98.4111843882            55.8467260552            -85.1629956614           149.889879247            -42.4138602647           147.545456066            
rwgt222                  2.42579077186            72.010453431             0.114089356895           -59.9489975768           -2.84676924987           0.102840197438           0.209994916126           -0.252611757596          92.8285902707            54.8881043808            52.1635691985            26.8440289857            85.9660997075            78.2960162062            130.678256912            -32.3873641474           -0.0770782559619         0.0263645283504          -41.5556387269           -18.2936447615           -117.594524796           -80.2526264717           144.903450939            100.726204745            50.0619454356            -145.681907979           -105.877181988           38.6273615122            -17.1968316613           -54.3605719956           -163.017036602           -108.842453142           
rwgt223                  -1.11778002603           -41.1421283438           -0.0488560701822         -34.3032608361           -2.96845299294           -0.140199549289          0.847813318129           0.309983953104           -86.1682739857           54.7880294891            14.2308007895            -37.5783639416           -172.065754831           -161.380200345           -8.89384603421           176.472692519            0.0238240454733          0.122791882799           97.8253594814            1.48945791132            -95.2224476554           38.3386178393            123.317725638            -171.965936214           88.5478229942            149.096958435            0.738360567203           165.855005496            -79.0098577276           113.229576288            15.2718601351            98.4387085382            
rwgt224                  2.48624442058            13.2777660253            0.0786281501961          93.1628465441            -1.61240017269           -0.170415797168          -0.383047858031          -2.32478314926           -102.805577904           37.6245780273            -174.837012255           -27.1413463198           137.998684097            -140.614461346           21.8464731942            120.109206524            -0.0548766397229         0.192935473264           49.7924601467            -84.5260285565           -45.8274480671           65.2000243937            130.04357654             -153.804652736           -106.758456387           -68.7629251131           154.23373449             -63.1307199367           19.5390922268            30.8024873001            -123.475510702           101.065033696            
rwgt225                  -1.77996815487           -28.1291324905           0.00180930375757         45.9266464975            3.64144385597            0.126341157775           -1.22868681933           -1.08274796571           37.6595582643            60.3693585171            143.157751663            57.4640185767            -85.2903271583           45.9132384612            -149.658017267           0.376279546298           0.0642927672353          -0.35706789117           -167.256481629           175.063036239            -58.450728419            108.396767785            92.1595463689            77.7355717991            9.34515192167            -165.961000918           -94.2547915064           -136.062357842           -178.013839954           119.915602386            54.7354430812            50.7855445183            
rwgt226                  1.35874323231            112.735281394            -0.202591977964          -138.530686781           3.19694483799            0.339904006302           -1.06506743151           1.71331062522            -124.628607662           73.7217261079            -53.8936075382           -91.1653840888           129.449525987            -46.9123741063           -91.0558820349           70.4332519859            0.001744869776           0.0613457948303          149.735523367            167.034853717            35.3744273551            -92.400521552            -26.412051822            -49.5735040804           -56.4743767826           -52.2791460039           130.20614059             -125.491673124           105.770485593            23.3525365637            -43.5896921646           -77.2654947145           
rwgt227                  0.658251995521           122.556444352            0.0510242659093          -98.6544808839           -2.38479953961           0.367957945492           0.589875100986           0.796711543759           -176.065586458           128.470822837            46.099972094             -17.8280505168           -113.706639524           -150.0548915             15.7746242306            -112.504989895           -0.0518565467113         0.0571084445187          -25.7327217956           24.6089357085            -156.735115482           -115.368094515           -163.839097453           -96.9026951976           -16.7195018352           107.4172122              -134.087639677           9.63630207977            -9.75523543063           -36.9737419732           -3.95892199581           -105.59841606            
rwgt228                  2.6197464109             -76.9382807527           -0.0229513734247         160.392229124            -0.391375814603          -0.348559460564          0.263564077603           -1.18096192813           -14.7706367037           -171.582812737           -148.231213379           143.888740377            53.4925288878            157.514508716            -156.17338424            170.273275172            -0.00238659302926        -0.106158872852          161.214521611            85.2309896946            -58.1460163924           -165.110750372           -80.6196162187           105.167274751            -60.6679642428           44.3480846909            97.2721098168            99.0473009699            3.37364132725            129.282805159            11.9107567238            -2.39941609554           
rwgt229                  0.846793043357           -48.4268640632           0.205739895125           168.791472585            -3.56447549973           0.0921239645704          1.04007366272            1.11840173073            -35.0085474386           -148.903787468           -92.3759884371           -75.9771508983           -136.697571792           -170.005748435           -100.663242826           4.02971742158            0.0572122345331          -0.0270734542715         -9.06285015275           -166.844344519           102.473416778            66.0835136042            6.14295747216            -93.1541053139           123.451663833            33.9530178145            -137.766591548           103.645058343            143.647440018            96.0716579459            87.8044812622            -2.69662610994           
rwgt230                  0.181398389201           125.95883742             0.0198227768117          46.8381883716            2.57893047646            0.447880004612           -0.0822076026539         -2.32526667881           -3.69092377385           94.3817089881            79.8473392153            -149.744436465           -75.2100955113           1.41260308344            16.78329507              129.405439945            0.0741868809295          0.243349658093           81.4968693839            -37.9763023684           -103.62131413            -113.070605242           -172.63761534            -72.7347151386           25.4051573126            55.3710285655            50.8893496551            176.025515843            -13.9524852108           -67.4499041657           21.9482062452            -20.3537056735           
rwgt231                  -1.7954398103            -5.98085297865           0.155803772751           -52.9464684714           -2.88849532872           0.417177943189           1.25392996406            -0.825142996404          121.291932638            4.28467827602            82.7643174799            -98.1430658936           105.088910932            -9.19960805828           174.744809865            88.6319324491            -0.0679936932316         0.12578459484            81.362704814             -165.655963906           146.472147112            -97.8846747695           111.244918178            119.525213813            175.570891711            -77.855168075            -119.234515785           -64.9650103422           112.752634247            -42.3565842903           146.997058059            84.7390473234            
rwgt232                  1.26313653704            151.1684616              0.0984928117962          -145.065758228           -2.06493902394           0.0530287155367          -1.07590115448           1.87507066314            1.70230626756            -84.1776433582           -105.000662984           94.1796659474            41.3345673057            -63.7194120423           -140.709037422           -138.012543011           -0.0365084864131         -0.344796584656          -84.0999379578           74.9599841381            -118.633220639           -16.1688382335           151.436402849            -45.3010431369           -173.906433407           84.660575426             64.2287733867            115.06074739             52.1668827554            96.1449560954            -77.7878603616           124.761094653            
rwgt233                  1.29905873661            -133.43681726            -0.0190020336456         -118.927456637           1.99268780681            0.130642737017           0.960334418177           0.0124878037499          -79.5337999545           -83.8139646816           38.6774616125            -84.9299577527           78.5789454746            -141.881634714           -14.1397751442           91.9823851142            -0.0831217497753         0.0952649038352          -36.4890542255           21.9043967826            170.191989856            -139.756510624           -0.768392646483          139.912196134            -72.853383216            -14.4466902321           -167.117543885           176.785338369            34.96859632              -95.1459965536           165.642539689            -108.557174031           
rwgt234                  1.31024495532            -146.38301567            0.139104267228           -77.6894229456           3.05510253098            -0.333546028669          0.984086938595           2.21174214888            -131.023495813           145.12507054             37.6449581647            -77.0543505573           -33.8139986342           -146.454263413           -153.152452656           53.0843762527            -0.0561832270252         0.163763396072           -112.122880331           71.5440144591            59.9469909876            3.74771344182            161.824203333            72.9839917066            177.804719706            -78.3723482251           29.6952965033            20.315145546             -111.033062602           -8.02470397881           12.1953956618            114.173197282            
rwgt235                  1.44097912825            -158.692838789           0.0500771919874          -15.2764763837           -3.06944166453           0.0459258933764          -1.05863407225           -1.09941722359           178.832435647            62.0806633772            -155.026685397           127.35600728             167.321978367            -16.4657088987           -58.1270146701           177.793227585            0.0588199370331          -0.205836383151          17.1287613167            -127.197605252           -5.80964015376           129.097114774            -127.713665188           -49.4189648077           78.2845774383            28.2748984365            3.05371896292            155.41708839             -144.952015753           -147.405474266           -163.979775184           -56.132178391            
rwgt236                  2.58959808738            -86.7134602032           -0.0251138023996         -118.409311084           0.581275198149           -0.465359905894          0.127238574168           0.797223854571           -30.2362930287           26.2624780081            -151.971384448           -178.617453644           -116.939704289           165.069603515            -139.597108414           117.844492033            0.0354085688972          -0.0435034897132         -51.6275522759           153.670470879            -63.5840163644           -169.440178984           115.101572759            162.867073333            -9.81295732682           -45.0623016609           16.9813900383            93.5466191441            -143.571869518           134.859868248            90.2417889856            -105.302412454           
rwgt237                  -0.0824717577441         116.635857822            0.119610842557           165.318024365            0.161717584879           -0.211161475778          0.0586816575767          0.581312440074           53.0648321146            126.651550311            -76.5495473081           -83.5942835096           124.265306078            83.6584382503            63.3311802342            -179.296788148           -0.0505717140854         -0.143485193122          32.0943130645            -153.301791854           159.204744647            -104.677261581           -24.3055002221           72.1953324068            -120.664207469           162.427214254            127.904651237            135.944973191            134.044691026            -88.5611658114           -27.6999743038           29.5312726323            
rwgt238                  -1.23008510913           163.949562678            0.0892142050771          -170.983810375           -0.288384887933          -0.176545904034          1.03619940338            -1.87274953728           54.16996841              76.2119400477            98.0644822386            -113.365627764           -158.029918842           -4.24390916833           130.240940227            -121.480620644           -0.0190797936784         -0.0268797371322         -158.87158744            125.65894858             55.8798299414            101.750652763            -97.7108901754           -6.08655494595           -62.8390343166           -130.524466342           -159.255572095           -29.8999453382           -78.5077302457           125.847762387            11.0615823076            -173.458276951           
rwgt239                  0.144275186787           58.2609555222            0.0926655200161          44.0607824231            -0.9808236284            -0.107978644931          0.725329073908           0.267619820382           70.3408899055            -35.2161815378           113.177958949            35.9770800343            -124.412831923           -20.9591202397           -120.193348434           -8.2376582228            -0.00400614627129        0.277301539401           41.2669087988            21.9239111454            6.24889277138            -156.696337439           -159.210898517           -96.4574947507           -159.358795511           142.908428776            -114.392233531           172.189896812            62.6264152388            75.2210359178            95.0820020136            101.99535714             
rwgt240                  2.11271675726            -28.5691627616           0.196900266072           97.6205741357            3.03232297997            -0.00496078655324        1.10304494871            0.493128749286           60.5744927101            -52.3771665211           167.255925169            -126.909912892           -174.41850785            -106.517645195           120.068079589            69.469111444             0.000662483651542        0.142801076343           -21.1975128734           -93.6023930946           -150.66880541            102.951894501            -174.948766773           -96.3519552285           -113.659186529           77.0072065356            173.966661597            113.941618751            150.034672008            -87.8697333122           -67.5131961372           -150.262094226           
rwgt241                  -2.13274059328           -151.756264049           -0.00485769387847        131.420434394            -2.69212729187           -0.367610208025          0.529684209362           2.07268330015            -166.675289707           -177.428416117           174.513789516            133.788310752            117.118831517            -139.279844251           133.980305163            -150.108345901           -0.0822041023698         0.230338301191           -117.255369231           -140.175045306           30.8975143715            -45.4030895982           23.4016710196            123.55397947             5.27009040151            42.0617038405            -118.54219091            -117.692298926           123.791428944            26.7481871521            102.207987463            -84.2174996354           
rwgt242                  0.825355316207           99.3860096126            -0.0809138673945         47.5743370295            -1.31630974779           -0.0223630062393         0.889931298563           2.39276844016            120.859614172            -63.2624124289           134.82156352             -44.4808157456           -47.4702727769           -23.5312237537           10.1974512669            -12.6373510844           0.0895939767589          0.0796962850576          13.9408854922            -112.325146075           153.608159364            -76.1657382391           83.3305829517            12.3106419739            62.424642137             175.939939285            104.262748199            179.714308609            57.3766292158            -124.143576271           68.8496727303            -132.575818591           
rwgt243                  -2.48889421825           129.423493905            -0.0686287138607         -142.985847488           -2.2322185593            -0.347827088082          0.580156779072           -0.807105927664          25.5616207798            -52.70115069             88.0561452711            120.870903489            -140.127587942           -134.786384537           14.8490135065            54.5963966105            -0.0194559389334         0.117423615265           -15.5970579964           -57.5285628228           151.002735251            172.392143266            -139.222391562           -63.5376575812           -166.154322134           -120.267601059           -171.857882984           160.820818353            -89.9851388034           -79.6655961986           -99.8554667921           135.111974058            
rwgt244                  0.673505857434           -56.1172137295           0.0818716830187          -153.419877095           -2.24602531111           -0.503560467295          0.299709903371           -1.39962599141           161.612796527            10.5348454799            168.658384169            -9.24420889235           -143.12520571            87.6751837763            -4.98003014879           -12.6277784045           -0.0860422820339         -0.000281234729367       -173.234125164           114.864262864            85.9686578327            7.65631634705            -46.6877166642           -30.7258689819           5.84225121988            168.313820455            10.3164056073            -112.748779162           38.3510940612            -76.4189828365           154.893740066            -141.538085723           
rwgt245                  -2.36406920577           -59.3010750293           0.026820758917           78.4351188651            -1.2022371984            -0.0961194153151         -0.303209179001          -2.39032573081           -30.9197137522           -92.0717713441           179.83569213             49.7803802515            -35.0709186423           94.6382109002            65.5949325857            -3.32347187451           0.00898874793016         -0.0864066254907         41.1334917934            -110.807357918           -53.8792621955           -120.584549064           121.251529641            -79.1060477004           143.563188015            18.3591653583            -102.976403569           -85.0197594492           -38.205201525            -29.655242043            -168.550830838           143.597152675            
rwgt246                  1.37580784094            159.126051527            0.215401209454           64.8143909352            1.05557041398            -0.3813566555            -0.36679099584           -1.51209568954           -151.634161604           -154.375129945           -39.8664239997           68.7632543083            -125.854002038           -175.006306049           -126.815694692           98.7546126521            -0.0269599607124         0.339782416448           157.580482625            -121.783080781           49.3507037104            -45.5318037675           177.90777219             25.8811010009            -47.4323322539           -134.310728497           -22.7016871457           -62.1683472215           56.4371800379            21.7677919305            33.628617806             52.321994714             
rwgt247                  1.54406619035            -116.948538067           -0.150547870838          70.6479898635            1.62624172113            -0.415343985084          -0.947926484092          2.14495130455            53.4716930722            40.1809489919            5.56709596602            100.123458925            -79.9405085066           70.4683372778            133.631160567            73.0953772579            0.0493687900937          -0.145191887362          67.7974898549            111.559742418            58.0916048504            158.540535819            -18.588056491            59.5766421611            -50.6852773965           -86.5100327667           163.125025601            -50.3462231514           26.0807329329            -50.5707022192           -83.0103229655           40.5261118472            
rwgt248                  2.9496420266             -79.3544016293           -0.155491253325          -145.772031621           -3.24126831536           0.133449749212           0.111746496943           -1.54967841107           64.736371736             71.7235770314            99.0225473824            -17.103137412            112.690552896            158.341977692            -149.213856691           -158.453347037           0.0288666215429          0.174588954194           143.859323477            -14.2462113923           135.115496508            -86.0697409621           -85.7499126331           132.563624303            60.7718387491            -138.274258547           159.450239276            51.0637856698            98.188092159             96.9084985634            -94.1856104319           115.447991632            
rwgt249                  0.97709910222            108.456481991            0.061572569823           -153.031726919           3.31682478009            -0.389382234363          1.14399228817            -2.33151385061           1.71479649776            -83.4211518067           9.48382464774            -93.0886006507           -24.5251871967           -35.2076554505           46.0668957569            162.64002499             0.00738742217256         0.312309473258           -179.844848161           -144.229548307           82.4895674633            135.713672371            -148.603825095           -3.36331154871           -85.8098465179           138.88876436             -47.1130004611           49.9250120299            86.7927623461            144.168336003            -90.4183380374           -61.191788821            
rwgt250                  -2.96445435674           56.1645623676            0.185810446559           -154.67906943            1.3481969401             -0.531184785098          -0.362278450399          1.71243820951            30.2556801023            156.760372975            -162.09345267            -3.45050429335           168.055098331            -6.49804985589           143.331025712            82.4572517122            0.0125697506788          -0.32222352909           169.185413978            -52.313204174            118.652280125            64.8986461047            55.1634114807            146.218202577            -163.477345399           -101.09162259            -125.235377591           -72.2802330719           19.4344802129            165.173743728            -28.8667622492           141.939098324            
rwgt251                  -1.68818290952           16.7538032198            -0.212575078197          57.9505338033            -2.22514370913           0.497919713139           1.19706570519            1.42838637444            -176.542321808           23.7415692106            85.707614904             117.130092245            63.574259413             -154.019188251           -52.372947239            90.1606920571            0.0195091573527          0.0520612295909          -0.0681128091281         26.2674241853            -67.67790224             -179.515018021           -99.2102208033           62.2159424786            -66.0391679871           -51.6059613246           -29.7078094823           76.6385094851            29.3650390843            -114.451221874           -27.7436662237           165.572767815            
rwgt252                  1.02907045938            104.874637654            0.0892258565711          94.5903671848            3.2930261685             0.307962336308           -1.0357986927            1.12636470163            -13.9398368171           131.095300519            72.0532958811            51.2574123077            119.648180812            -90.1419520495           -126.12499646            -19.6477960857           -0.00645572824809        -0.299081086065          -96.6335493846           -178.204123972           88.4296701878            136.290291701            -30.0007525416           100.868974992            3.34280949813            45.704623791             92.8205149688            143.752858921            112.204305317            -109.361709759           35.635477524             88.7074183457            
rwgt253                  0.786348585445           -45.7601980819           -0.0322553983401         16.3315841682            -3.27540328574           -0.481946922701          0.910505071763           -1.58176421098           51.0659286948            -124.896140012           103.827454863            -71.9539838111           3.51410754774            -65.0309321214           -164.892357459           -119.153073624           -0.0787411790881         0.359154253234           -90.7330389584           123.377360889            146.490942272            21.7076998141            177.891940236            -17.7060889424           132.120648111            25.3807748667            -47.8466391109           -36.3766655426           81.8166441555            138.647795806            -24.658181179            -52.386506388            
rwgt254                  2.73656178954            -62.7539157725           -0.137363874016          -39.6571594723           -3.00361121889           0.535771551074           -1.03662816277           -0.203515716822          39.8208592057            116.674245343            12.4840005637            -109.339675892           118.98788645             148.187219178            43.8818774354            -22.506147674            0.0271432846986          0.010501367442           138.933848942            147.037134734            -101.630424785           -156.818402198           -168.557777276           -148.439900592           -123.264400722           74.591186947             27.338432871             129.552359955            76.5205846777            -73.6129851265           117.954933121            61.9493957965            
rwgt255                  -2.03814129998           78.5731221682            -0.0756731464787         -117.365712952           2.97880950324            0.267999891202           1.02152935556            1.84641036836            47.6069230025            98.9075649834            -133.713040185           -72.8816260169           -76.2097976455           142.839509254            -83.7516164196           100.943657314            0.0110813267845          -0.330783774452          -135.755387622           -160.193279489           -37.6669229029           8.36966841234            -49.9267144751           -73.5471721957           -23.0912483754           136.536938385            173.361342632            23.984836577             -148.218301795           -63.0264787103           110.874563006            154.98268297             
rwgt256                  -2.9532219654            71.6075559461            0.0733771606             -152.306127654           3.01041109568            0.440808454449           0.574737738212           -1.95880948617           -28.5537160582           -8.20618858884           117.357438645            -133.130426074           -120.485559693           109.468128227            -73.1224207468           -137.117948351           0.00626769687096         0.0523374434409          -74.3684546217           -76.2314328432           142.771460257            -29.4123788275           -15.1640293514           143.928028593            107.825557473            -114.891984057           20.4868103073            106.542229025            -177.307550034           156.841139852            130.530073181            -104.770256919           
